Topic 1,Topic 2
617/0.00021402272667072817,
2676/0.00021402272667072817,
2857/0.00021402272667072817,
1338/0.00021296320822186316,
2541/0.00021296320822186316,
466/0.00021296320822186316,
1738/0.00021296320822186316,
1287/0.00021296320822186316,
2551/0.00021296320822186316,
64/0.00021190368977299818,
1115/0.00021190368977299818,
2626/0.00021084417132413317,
2212/0.00021084417132413317,
1034/0.00021084417132413317,
2195/0.0002097846528752682,
2887/0.0002097846528752682,
2311/0.0002097846528752682,
2898/0.0002097846528752682,
2257/0.0002097846528752682,
2050/0.0002097846528752682,
2762/0.0002087251344264032,
1539/0.0002087251344264032,
761/0.0002087251344264032,
2628/0.0002087251344264032,
2416/0.0002087251344264032,
1712/0.0002076656159775382,
1697/0.0002076656159775382,
2665/0.00020660609752867323,
2395/0.00020660609752867323,
2574/0.00020660609752867323,
1076/0.00020554657907980822,
2730/0.00020554657907980822,
2231/0.00020554657907980822,
50/0.00020554657907980822,
320/0.00020448706063094324,
2680/0.00020448706063094324,
345/0.00020448706063094324,
1147/0.00020448706063094324,
1481/0.00020448706063094324,
2211/0.00020448706063094324,
2392/0.00020448706063094324,
2034/0.00020342754218207823,
776/0.00020342754218207823,
572/0.00020342754218207823,
2293/0.00020342754218207823,
664/0.00020342754218207823,
157/0.00020342754218207823,
1421/0.00020342754218207823,
2929/0.00020342754218207823,
2010/0.00020236802373321325,
1480/0.00020236802373321325,
2402/0.00020236802373321325,
962/0.00020236802373321325,
3014/0.00020236802373321325,
1526/0.00020236802373321325,
96/0.00020130850528434828,
1393/0.00020130850528434828,
543/0.00020024898683548327,
1552/0.00020024898683548327,
1389/0.00020024898683548327,
2004/0.00020024898683548327,
2262/0.00020024898683548327,
568/0.00020024898683548327,
1357/0.00020024898683548327,
2286/0.0001991894683866183,
1403/0.0001991894683866183,
2070/0.0001991894683866183,
1369/0.0001991894683866183,
1753/0.0001991894683866183,
5/0.0001991894683866183,
2119/0.00019812994993775328,
1922/0.0001970704314888883,
1598/0.0001970704314888883,
1824/0.0001970704314888883,
2547/0.00019601091304002332,
2658/0.00019495139459115832,
2295/0.00019495139459115832,
2003/0.00019495139459115832,
483/0.00019389187614229334,
1195/0.00019283235769342833,
1946/0.00019283235769342833,
1004/0.00019283235769342833,
1433/0.00019177283924456335,
1580/0.00019177283924456335,
403/0.00019177283924456335,
826/0.00019177283924456335,
1748/0.00019177283924456335,
1103/0.00019071332079569834,
1737/0.00019071332079569834,
162/0.00019071332079569834,
1919/0.00019071332079569834,
321/0.00019071332079569834,
829/0.00019071332079569834,
977/0.00018965380234683336,
2282/0.00018965380234683336,
1546/0.00018965380234683336,
1892/0.00018965380234683336,
976/0.00018965380234683336,
710/0.00018965380234683336,
311/0.00018965380234683336,
2728/0.00018965380234683336,
1694/0.00018859428389796838,
1207/0.00018859428389796838,
2475/0.00018859428389796838,
1029/0.00018859428389796838,
2923/0.00018753476544910338,
594/0.00018753476544910338,
1885/0.00018753476544910338,
2784/0.00018753476544910338,
2228/0.00018753476544910338,
2763/0.0001864752470002384,
1456/0.0001864752470002384,
2097/0.0001864752470002384,
405/0.0001854157285513734,
3013/0.0001854157285513734,
847/0.0001854157285513734,
53/0.0001854157285513734,
795/0.0001854157285513734,
124/0.0001854157285513734,
451/0.0001843562101025084,
1734/0.0001843562101025084,
1889/0.0001843562101025084,
2819/0.0001843562101025084,
1680/0.0001843562101025084,
1964/0.0001843562101025084,
600/0.00018329669165364343,
666/0.00018329669165364343,
2814/0.00018223717320477842,
707/0.00018223717320477842,
2511/0.00018223717320477842,
890/0.00018223717320477842,
550/0.00018223717320477842,
2056/0.00018223717320477842,
2527/0.00018117765475591344,
2022/0.00018117765475591344,
2834/0.00018117765475591344,
509/0.00018117765475591344,
571/0.00018117765475591344,
57/0.00018117765475591344,
2531/0.00018011813630704844,
2846/0.00018011813630704844,
2748/0.00018011813630704844,
2678/0.00018011813630704844,
2973/0.00018011813630704844,
750/0.00018011813630704844,
294/0.00018011813630704844,
513/0.00018011813630704844,
2837/0.00017905861785818346,
439/0.00017905861785818346,
2526/0.00017799909940931845,
65/0.00017799909940931845,
1220/0.00017799909940931845,
808/0.00017799909940931845,
2460/0.00017799909940931845,
1561/0.00017799909940931845,
1061/0.00017693958096045347,
1966/0.00017693958096045347,
530/0.0001758800625115885,
2889/0.0001758800625115885,
500/0.0001758800625115885,
825/0.0001758800625115885,
1538/0.00017482054406272349,
1822/0.00017482054406272349,
2714/0.00017482054406272349,
770/0.0001737610256138585,
2655/0.0001727015071649935,
375/0.0001727015071649935,
1190/0.00017164198871612852,
2179/0.00017164198871612852,
1649/0.00017164198871612852,
1955/0.00017164198871612852,
227/0.00017164198871612852,
2659/0.00017164198871612852,
2201/0.00017058247026726354,
2753/0.00016952295181839853,
2984/0.00016952295181839853,
2831/0.00016952295181839853,
690/0.00016952295181839853,
2698/0.00016952295181839853,
2238/0.00016952295181839853,
1232/0.00016952295181839853,
411/0.00016846343336953355,
2414/0.00016846343336953355,
2371/0.00016846343336953355,
295/0.00016740391492066855,
2384/0.00016740391492066855,
961/0.00016740391492066855,
2757/0.00016740391492066855,
104/0.00016740391492066855,
2362/0.00016740391492066855,
2825/0.00016634439647180357,
388/0.00016634439647180357,
81/0.00016634439647180357,
1300/0.00016634439647180357,
1777/0.0001652848780229386,
2417/0.0001652848780229386,
1721/0.0001652848780229386,
1321/0.0001652848780229386,
82/0.0001652848780229386,
1099/0.0001652848780229386,
1132/0.00016422535957407358,
2897/0.00016422535957407358,
1197/0.00016422535957407358,
1275/0.0001631658411252086,
1045/0.0001631658411252086,
1299/0.0001631658411252086,
139/0.0001631658411252086,
2363/0.0001631658411252086,
2146/0.0001621063226763436,
1545/0.0001621063226763436,
2397/0.00016104680422747861,
2247/0.00016104680422747861,
518/0.00016104680422747861,
823/0.00016104680422747861,
730/0.00016104680422747861,
1893/0.00016104680422747861,
2660/0.00016104680422747861,
212/0.0001599872857786136,
2427/0.0001599872857786136,
1833/0.0001599872857786136,
1779/0.0001599872857786136,
425/0.00015892776732974863,
34/0.00015892776732974863,
2902/0.00015892776732974863,
1131/0.00015892776732974863,
2482/0.00015892776732974863,
42/0.00015892776732974863,
1911/0.00015786824888088365,
219/0.00015786824888088365,
1808/0.00015786824888088365,
2712/0.00015786824888088365,
506/0.00015680873043201864,
2703/0.00015680873043201864,
1974/0.00015680873043201864,
1116/0.00015680873043201864,
734/0.00015680873043201864,
683/0.00015680873043201864,
1402/0.00015574921198315366,
986/0.00015574921198315366,
391/0.00015574921198315366,
2296/0.00015574921198315366,
1785/0.00015574921198315366,
2664/0.00015468969353428866,
2366/0.00015468969353428866,
2952/0.00015468969353428866,
724/0.00015468969353428866,
1609/0.00015363017508542368,
1278/0.00015363017508542368,
2674/0.00015363017508542368,
2129/0.00015363017508542368,
1012/0.0001525706566365587,
420/0.0001525706566365587,
2462/0.0001525706566365587,
863/0.0001525706566365587,
1413/0.0001525706566365587,
2192/0.0001515111381876937,
1177/0.0001515111381876937,
2673/0.0001515111381876937,
2100/0.0001504516197388287,
2051/0.0001493921012899637,
2502/0.0001493921012899637,
2917/0.0001493921012899637,
1873/0.00014833258284109872,
1574/0.00014833258284109872,
1828/0.00014833258284109872,
3024/0.00014833258284109872,
407/0.00014833258284109872,
1162/0.00014833258284109872,
332/0.00014833258284109872,
1196/0.00014833258284109872,
2684/0.00014727306439223372,
1324/0.00014727306439223372,
940/0.00014727306439223372,
204/0.00014727306439223372,
265/0.00014727306439223372,
989/0.00014727306439223372,
2387/0.00014727306439223372,
1497/0.00014621354594336874,
1661/0.00014621354594336874,
1482/0.00014515402749450376,
2045/0.00014515402749450376,
1259/0.00014515402749450376,
62/0.00014515402749450376,
2120/0.00014409450904563875,
2773/0.00014409450904563875,
1379/0.00014409450904563875,
1307/0.00014409450904563875,
2663/0.00014409450904563875,
1364/0.00014303499059677377,
1484/0.00014303499059677377,
1908/0.00014303499059677377,
2014/0.00014303499059677377,
2891/0.00014303499059677377,
1423/0.00014303499059677377,
2337/0.00014303499059677377,
1477/0.00014303499059677377,
813/0.00014197547214790876,
641/0.00014197547214790876,
2867/0.00014197547214790876,
2140/0.00014197547214790876,
2879/0.00014197547214790876,
1794/0.00014197547214790876,
1537/0.00014197547214790876,
118/0.00014197547214790876,
2451/0.00014197547214790876,
2521/0.00014091595369904378,
2407/0.00014091595369904378,
1164/0.00014091595369904378,
2316/0.00014091595369904378,
727/0.00014091595369904378,
578/0.00014091595369904378,
2908/0.00014091595369904378,
1143/0.00014091595369904378,
716/0.0001398564352501788,
2812/0.0001398564352501788,
2468/0.0001387969168013138,
1519/0.0001387969168013138,
2829/0.0001387969168013138,
247/0.0001387969168013138,
2963/0.00013773739835244882,
1474/0.00013773739835244882,
300/0.00013773739835244882,
2221/0.00013773739835244882,
2040/0.0001366778799035838,
703/0.0001366778799035838,
597/0.0001366778799035838,
2578/0.0001366778799035838,
1139/0.0001366778799035838,
2208/0.0001366778799035838,
1416/0.00013561836145471883,
1276/0.00013561836145471883,
846/0.00013561836145471883,
807/0.00013561836145471883,
2583/0.00013561836145471883,
685/0.00013561836145471883,
872/0.00013561836145471883,
797/0.00013561836145471883,
1473/0.00013561836145471883,
3017/0.00013561836145471883,
2552/0.00013561836145471883,
965/0.00013455884300585385,
88/0.00013455884300585385,
2009/0.00013455884300585385,
878/0.00013455884300585385,
1709/0.00013455884300585385,
289/0.00013455884300585385,
2510/0.00013455884300585385,
190/0.00013455884300585385,
1040/0.00013349932455698885,
1787/0.00013349932455698885,
2106/0.00013349932455698885,
213/0.00013349932455698885,
616/0.00013243980610812387,
2870/0.00013243980610812387,
2970/0.00013243980610812387,
2142/0.00013243980610812387,
1213/0.00013243980610812387,
569/0.00013138028765925886,
1044/0.00013138028765925886,
1608/0.00013032076921039388,
2333/0.00013032076921039388,
2408/0.00013032076921039388,
2266/0.00013032076921039388,
1508/0.00012926125076152887,
2954/0.00012926125076152887,
2250/0.00012926125076152887,
2224/0.00012926125076152887,
2835/0.00012926125076152887,
1832/0.0001282017323126639,
778/0.0001282017323126639,
1775/0.0001282017323126639,
1621/0.0001271422138637989,
2620/0.0001260826954149339,
1962/0.0001260826954149339,
2458/0.0001260826954149339,
2273/0.0001260826954149339,
1183/0.0001260826954149339,
1245/0.0001260826954149339,
1865/0.0001260826954149339,
470/0.0001260826954149339,
2463/0.00012502317696606893,
1735/0.00012502317696606893,
2743/0.00012502317696606893,
1883/0.00012502317696606893,
93/0.00012502317696606893,
2830/0.00012502317696606893,
1835/0.00012396365851720392,
2617/0.00012396365851720392,
2174/0.00012396365851720392,
448/0.00012396365851720392,
567/0.00012396365851720392,
1445/0.00012396365851720392,
1589/0.00012290414006833894,
1529/0.00012290414006833894,
2988/0.00012290414006833894,
1346/0.00012290414006833894,
1351/0.00012290414006833894,
2922/0.00012078510317060895,
1471/0.00012078510317060895,
1347/0.00012078510317060895,
2188/0.00012078510317060895,
1093/0.00011972558472174396,
2124/0.00011866606627287898,
905/0.00011866606627287898,
803/0.00011866606627287898,
2974/0.00011866606627287898,
1086/0.00011760654782401399,
2158/0.00011760654782401399,
2288/0.000116547029375149,
1470/0.000116547029375149,
1031/0.000116547029375149,
1767/0.000115487510926284,
1982/0.000115487510926284,
2492/0.000115487510926284,
1793/0.000115487510926284,
2415/0.000115487510926284,
186/0.000115487510926284,
2251/0.00011442799247741901,
2000/0.00011442799247741901,
2398/0.00011442799247741901,
1852/0.00011442799247741901,
309/0.00011442799247741901,
2356/0.00011442799247741901,
2600/0.00011336847402855403,
40/0.00011336847402855403,
1166/0.00011336847402855403,
2571/0.00011336847402855403,
2723/0.00011336847402855403,
1290/0.00011336847402855403,
2921/0.00011230895557968904,
1181/0.00011230895557968904,
2774/0.00011230895557968904,
3011/0.00011230895557968904,
2229/0.00011230895557968904,
1975/0.00011230895557968904,
2927/0.00011230895557968904,
920/0.00011230895557968904,
2632/0.00011230895557968904,
2955/0.00011124943713082404,
193/0.00011124943713082404,
2751/0.00011124943713082404,
1648/0.00011124943713082404,
2949/0.00011124943713082404,
1414/0.00011124943713082404,
2544/0.00011018991868195905,
1655/0.00011018991868195905,
2826/0.00011018991868195905,
1669/0.00011018991868195905,
1415/0.00011018991868195905,
2615/0.00011018991868195905,
2336/0.00011018991868195905,
629/0.00010913040023309406,
1927/0.00010913040023309406,
1292/0.00010913040023309406,
661/0.00010913040023309406,
676/0.00010913040023309406,
2671/0.00010913040023309406,
2786/0.00010807088178422906,
2236/0.00010807088178422906,
2098/0.00010807088178422906,
1864/0.00010807088178422906,
1728/0.00010807088178422906,
2092/0.00010701136333536408,
2582/0.00010701136333536408,
2790/0.00010701136333536408,
2429/0.00010701136333536408,
2958/0.00010701136333536408,
2880/0.00010701136333536408,
839/0.00010595184488649909,
2487/0.00010595184488649909,
2189/0.00010595184488649909,
1986/0.00010595184488649909,
1988/0.00010595184488649909,
2334/0.00010595184488649909,
1472/0.0001048923264376341,
2677/0.0001048923264376341,
692/0.0001048923264376341,
2868/0.0001048923264376341,
1861/0.0001048923264376341,
1826/0.0001048923264376341,
834/0.0001038328079887691,
1431/0.00010277328953990411,
2994/0.00010277328953990411,
1432/0.00010277328953990411,
504/0.00010277328953990411,
1507/0.00010277328953990411,
2764/0.00010171377109103912,
992/0.00010171377109103912,
1933/0.00010171377109103912,
1211/0.00010171377109103912,
1814/0.00010171377109103912,
2568/0.00010065425264217414,
2116/0.00010065425264217414,
251/9.959473419330914e-05,
1801/9.959473419330914e-05,
1997/9.959473419330914e-05,
2585/9.959473419330914e-05,
2032/9.853521574444415e-05,
2450/9.853521574444415e-05,
1236/9.853521574444415e-05,
1153/9.853521574444415e-05,
2947/9.853521574444415e-05,
2740/9.747569729557916e-05,
1921/9.747569729557916e-05,
1155/9.747569729557916e-05,
2662/9.747569729557916e-05,
1081/9.535666039784917e-05,
2553/9.429714194898419e-05,
2125/9.429714194898419e-05,
1173/9.429714194898419e-05,
2906/9.429714194898419e-05,
2638/9.429714194898419e-05,
2992/9.32376235001192e-05,
2873/9.32376235001192e-05,
14/9.32376235001192e-05,
2667/9.32376235001192e-05,
453/9.21781050512542e-05,
1187/9.21781050512542e-05,
418/9.21781050512542e-05,
2999/9.111858660238921e-05,
737/9.111858660238921e-05,
2916/9.111858660238921e-05,
2507/9.111858660238921e-05,
1755/9.111858660238921e-05,
2591/9.111858660238921e-05,
2326/9.005906815352422e-05,
2396/9.005906815352422e-05,
2842/9.005906815352422e-05,
2785/9.005906815352422e-05,
2726/9.005906815352422e-05,
1548/9.005906815352422e-05,
610/8.899954970465923e-05,
2436/8.899954970465923e-05,
2404/8.794003125579425e-05,
2055/8.794003125579425e-05,
2234/8.794003125579425e-05,
2085/8.794003125579425e-05,
1399/8.688051280692925e-05,
3018/8.688051280692925e-05,
853/8.688051280692925e-05,
1821/8.688051280692925e-05,
1583/8.688051280692925e-05,
1867/8.688051280692925e-05,
1233/8.688051280692925e-05,
1479/8.688051280692925e-05,
917/8.582099435806426e-05,
2602/8.582099435806426e-05,
2301/8.582099435806426e-05,
850/8.582099435806426e-05,
2766/8.582099435806426e-05,
1306/8.582099435806426e-05,
2644/8.582099435806426e-05,
2888/8.582099435806426e-05,
1696/8.476147590919927e-05,
743/8.476147590919927e-05,
1354/8.476147590919927e-05,
2285/8.476147590919927e-05,
2657/8.476147590919927e-05,
1209/8.476147590919927e-05,
956/8.476147590919927e-05,
2619/8.476147590919927e-05,
1118/8.370195746033427e-05,
1006/8.370195746033427e-05,
2176/8.26424390114693e-05,
2711/8.26424390114693e-05,
1812/8.26424390114693e-05,
1688/8.26424390114693e-05,
2935/8.26424390114693e-05,
2951/8.26424390114693e-05,
2107/8.26424390114693e-05,
2303/8.26424390114693e-05,
461/8.15829205626043e-05,
2910/8.15829205626043e-05,
1993/8.15829205626043e-05,
1778/8.052340211373931e-05,
1017/8.052340211373931e-05,
2278/8.052340211373931e-05,
2780/8.052340211373931e-05,
2400/8.052340211373931e-05,
2052/8.052340211373931e-05,
1288/7.946388366487431e-05,
2754/7.946388366487431e-05,
2099/7.946388366487431e-05,
1644/7.946388366487431e-05,
1535/7.840436521600932e-05,
2369/7.734484676714433e-05,
1870/7.734484676714433e-05,
2700/7.734484676714433e-05,
1374/7.734484676714433e-05,
2344/7.628532831827935e-05,
1120/7.628532831827935e-05,
1200/7.628532831827935e-05,
540/7.628532831827935e-05,
2068/7.628532831827935e-05,
2373/7.522580986941435e-05,
1706/7.522580986941435e-05,
1860/7.522580986941435e-05,
2883/7.416629142054936e-05,
2122/7.416629142054936e-05,
2971/7.416629142054936e-05,
2605/7.416629142054936e-05,
1452/7.416629142054936e-05,
2647/7.416629142054936e-05,
2440/7.310677297168437e-05,
2186/7.310677297168437e-05,
2057/7.310677297168437e-05,
8/7.204725452281938e-05,
1527/7.204725452281938e-05,
1350/7.204725452281938e-05,
1556/7.204725452281938e-05,
2498/7.098773607395438e-05,
1947/7.098773607395438e-05,
1783/7.098773607395438e-05,
1809/7.098773607395438e-05,
2421/7.098773607395438e-05,
2241/6.99282176250894e-05,
2310/6.99282176250894e-05,
3027/6.99282176250894e-05,
1366/6.886869917622441e-05,
2945/6.886869917622441e-05,
2163/6.886869917622441e-05,
2259/6.780918072735942e-05,
1923/6.780918072735942e-05,
1658/6.780918072735942e-05,
2105/6.780918072735942e-05,
1743/6.780918072735942e-05,
2797/6.674966227849442e-05,
1059/6.674966227849442e-05,
887/6.674966227849442e-05,
747/6.674966227849442e-05,
2998/6.674966227849442e-05,
1223/6.569014382962943e-05,
1684/6.569014382962943e-05,
2217/6.569014382962943e-05,
2919/6.569014382962943e-05,
478/6.569014382962943e-05,
2233/6.463062538076444e-05,
2381/6.463062538076444e-05,
2996/6.357110693189946e-05,
1740/6.251158848303446e-05,
2170/6.251158848303446e-05,
2839/6.251158848303446e-05,
2524/6.251158848303446e-05,
2254/6.251158848303446e-05,
1551/6.039255158530448e-05,
2939/6.039255158530448e-05,
2312/6.039255158530448e-05,
2699/6.039255158530448e-05,
408/5.933303313643949e-05,
2419/5.933303313643949e-05,
2871/5.933303313643949e-05,
2761/5.82735146875745e-05,
2941/5.7213996238709504e-05,
1468/5.7213996238709504e-05,
399/5.615447778984452e-05,
1023/5.615447778984452e-05,
2707/5.5094959340979525e-05,
2272/5.5094959340979525e-05,
978/5.5094959340979525e-05,
2818/5.5094959340979525e-05,
1466/5.403544089211453e-05,
107/5.403544089211453e-05,
2309/5.2975922443249545e-05,
1831/5.2975922443249545e-05,
1464/5.2975922443249545e-05,
2153/5.2975922443249545e-05,
1639/5.2975922443249545e-05,
3001/5.2975922443249545e-05,
2328/5.2975922443249545e-05,
1314/5.191640399438455e-05,
806/5.191640399438455e-05,
1584/5.191640399438455e-05,
2235/5.191640399438455e-05,
2486/5.191640399438455e-05,
46/5.085688554551956e-05,
2261/5.085688554551956e-05,
395/5.085688554551956e-05,
765/5.085688554551956e-05,
2269/5.085688554551956e-05,
2689/4.979736709665457e-05,
1690/4.979736709665457e-05,
2682/4.979736709665457e-05,
1803/4.979736709665457e-05,
2031/4.979736709665457e-05,
2386/4.979736709665457e-05,
836/4.979736709665457e-05,
546/4.873784864778958e-05,
2651/4.7678330198924586e-05,
1424/4.7678330198924586e-05,
1376/4.7678330198924586e-05,
1523/4.7678330198924586e-05,
2209/4.7678330198924586e-05,
2848/4.5559293301194606e-05,
2454/4.5559293301194606e-05,
1742/4.5559293301194606e-05,
1453/4.5559293301194606e-05,
236/4.5559293301194606e-05,
2305/4.449977485232961e-05,
1932/4.449977485232961e-05,
1550/4.3440256403464627e-05,
2983/4.3440256403464627e-05,
1994/4.238073795459963e-05,
950/4.238073795459963e-05,
1897/4.238073795459963e-05,
2353/4.238073795459963e-05,
2586/4.238073795459963e-05,
2023/4.238073795459963e-05,
1733/4.132121950573465e-05,
1815/4.132121950573465e-05,
2930/4.132121950573465e-05,
2405/4.0261701056869654e-05,
1916/4.0261701056869654e-05,
2240/4.0261701056869654e-05,
1239/4.0261701056869654e-05,
2595/3.920218260800466e-05,
297/3.920218260800466e-05,
561/3.8142664159139674e-05,
3025/3.8142664159139674e-05,
2081/3.8142664159139674e-05,
1426/3.708314571027468e-05,
958/3.708314571027468e-05,
928/3.602362726140969e-05,
238/3.602362726140969e-05,
669/3.602362726140969e-05,
2528/3.49641088125447e-05,
1323/3.49641088125447e-05,
2385/3.49641088125447e-05,
2375/3.49641088125447e-05,
2666/3.49641088125447e-05,
705/3.390459036367971e-05,
402/3.390459036367971e-05,
2776/3.390459036367971e-05,
2816/3.390459036367971e-05,
1786/3.2845071914814715e-05,
1926/3.2845071914814715e-05,
2019/3.2845071914814715e-05,
1904/3.178555346594973e-05,
1253/3.178555346594973e-05,
2876/3.178555346594973e-05,
1977/3.178555346594973e-05,
955/3.0726035017084735e-05,
1656/3.0726035017084735e-05,
2253/3.0726035017084735e-05,
1504/2.9666516568219745e-05,
450/2.9666516568219745e-05,
1969/2.9666516568219745e-05,
259/2.8606998119354752e-05,
1965/2.8606998119354752e-05,
1499/2.8606998119354752e-05,
2969/2.6487961221624773e-05,
2637/2.6487961221624773e-05,
751/2.6487961221624773e-05,
1057/2.6487961221624773e-05,
2289/2.6487961221624773e-05,
2645/2.542844277275978e-05,
2064/2.542844277275978e-05,
1533/2.542844277275978e-05,
2048/2.436892432389479e-05,
1060/2.436892432389479e-05,
2616/2.436892432389479e-05,
2058/2.436892432389479e-05,
3006/2.33094058750298e-05,
2794/2.33094058750298e-05,
176/2.33094058750298e-05,
667/2.2249887426164806e-05,
2864/2.2249887426164806e-05,
2199/2.2249887426164806e-05,
479/2.2249887426164806e-05,
980/2.1190368977299817e-05,
2772/2.1190368977299817e-05,
874/1.9071332079569837e-05,
1853/1.9071332079569837e-05,
1204/1.9071332079569837e-05,
2082/1.9071332079569837e-05,
1638/1.9071332079569837e-05,
1104/1.8011813630704844e-05,
1378/1.6952295181839854e-05,
59/1.6952295181839854e-05,
1206/1.5892776732974864e-05,
283/1.4833258284109873e-05,
1342/1.4833258284109873e-05,
2244/1.3773739835244881e-05,
2872/1.3773739835244881e-05,
2934/1.3773739835244881e-05,
2152/1.3773739835244881e-05,
2863/1.3773739835244881e-05,
1571/1.3773739835244881e-05,
1871/1.3773739835244881e-05,
2115/1.3773739835244881e-05,
2496/1.271422138637989e-05,
2137/1.271422138637989e-05,
1818/1.271422138637989e-05,
1455/1.271422138637989e-05,
2007/1.16547029375149e-05,
145/1.16547029375149e-05,
25/1.16547029375149e-05,
35/1.16547029375149e-05,
1981/1.0595184488649908e-05,
2901/1.0595184488649908e-05,
625/1.0595184488649908e-05,
619/9.535666039784919e-06,
245/9.535666039784919e-06,
1428/9.535666039784919e-06,
2518/9.535666039784919e-06,
1724/8.476147590919927e-06,
277/8.476147590919927e-06,
605/8.476147590919927e-06,
1371/8.476147590919927e-06,
1619/7.416629142054936e-06,
589/7.416629142054936e-06,
1754/7.416629142054936e-06,
1839/7.416629142054936e-06,
1541/7.416629142054936e-06,
2791/7.416629142054936e-06,
1682/7.416629142054936e-06,
2976/6.357110693189945e-06,
2817/6.357110693189945e-06,
2169/6.357110693189945e-06,
1109/6.357110693189945e-06,
1971/6.357110693189945e-06,
1612/6.357110693189945e-06,
2946/6.357110693189945e-06,
1492/6.357110693189945e-06,
1677/6.357110693189945e-06,
2556/6.357110693189945e-06,
1604/6.357110693189945e-06,
882/6.357110693189945e-06,
3007/5.297592244324954e-06,
2806/5.297592244324954e-06,
2577/5.297592244324954e-06,
1070/5.297592244324954e-06,
2324/5.297592244324954e-06,
2855/5.297592244324954e-06,
2624/4.2380737954599635e-06,
618/4.2380737954599635e-06,
2013/4.2380737954599635e-06,
2702/4.2380737954599635e-06,
545/4.2380737954599635e-06,
1588/4.2380737954599635e-06,
679/4.2380737954599635e-06,
1817/4.2380737954599635e-06,
1056/3.1785553465949724e-06,
2138/3.1785553465949724e-06,
2633/3.1785553465949724e-06,
2744/3.1785553465949724e-06,
2815/3.1785553465949724e-06,
2474/2.1190368977299818e-06,
2940/2.1190368977299818e-06,
2849/2.1190368977299818e-06,
2950/2.1190368977299818e-06,
2854/2.1190368977299818e-06,
2109/2.1190368977299818e-06,
2563/2.1190368977299818e-06,
2759/1.0595184488649909e-06,
1483/1.0595184488649909e-06,
