Topic 1,Topic 2
940/0.00015403036432540512,2836/0.00020475331017851456
2050/0.00015403036432540512,2101/0.00020285744619538015
223/0.00015403036432540512,1435/0.00020285744619538015
2541/0.00015112413103624654,1064/0.00020285744619538015
2883/0.00015112413103624654,449/0.00020096158221224577
1184/0.00015112413103624654,81/0.00020096158221224577
2748/0.00015112413103624654,743/0.00020096158221224577
408/0.00014821789774708795,1958/0.00020096158221224577
190/0.00014821789774708795,1787/0.00020096158221224577
500/0.00014821789774708795,177/0.00019906571822911136
1842/0.00014821789774708795,1346/0.00019906571822911136
2841/0.00014821789774708795,2353/0.00019906571822911136
505/0.00014821789774708795,2402/0.00019906571822911136
1815/0.00014821789774708795,1207/0.00019906571822911136
209/0.00014531166445792937,2993/0.00019906571822911136
2136/0.00014531166445792937,2494/0.00019716985424597698
571/0.0001424054311687708,671/0.00019716985424597698
610/0.0001424054311687708,48/0.00019716985424597698
2604/0.0001424054311687708,1721/0.00019716985424597698
2753/0.0001424054311687708,2598/0.00019527399026284258
2092/0.0001424054311687708,1629/0.00019527399026284258
1932/0.0001394991978796122,1128/0.00019527399026284258
2891/0.0001394991978796122,2399/0.00019527399026284258
2049/0.0001394991978796122,2603/0.0001933781262797082
236/0.0001394991978796122,1803/0.0001914822622965738
2233/0.0001365929645904536,2478/0.0001914822622965738
2538/0.0001365929645904536,62/0.0001914822622965738
1298/0.0001365929645904536,45/0.0001914822622965738
2099/0.0001365929645904536,294/0.0001895863983134394
2430/0.000133686731301295,2554/0.000187690534330305
1778/0.000133686731301295,2480/0.000187690534330305
2413/0.000133686731301295,1355/0.000187690534330305
1350/0.000133686731301295,2792/0.000187690534330305
933/0.000133686731301295,292/0.000187690534330305
2343/0.000133686731301295,599/0.000187690534330305
461/0.000133686731301295,1275/0.000187690534330305
2712/0.000133686731301295,1148/0.000187690534330305
1647/0.00013078049801213643,1169/0.00018579467034717063
1767/0.00013078049801213643,1077/0.00018389880636403622
834/0.00013078049801213643,720/0.00018389880636403622
2802/0.00012787426472297785,2746/0.00018389880636403622
1963/0.00012787426472297785,955/0.00018389880636403622
2984/0.00012787426472297785,2837/0.00018389880636403622
2266/0.00012787426472297785,1940/0.00018389880636403622
2659/0.00012787426472297785,2043/0.0001820029423809018
776/0.00012496803143381927,1497/0.0001820029423809018
2354/0.00012496803143381927,2894/0.0001820029423809018
2269/0.00012496803143381927,2734/0.0001820029423809018
2736/0.00012496803143381927,1526/0.00018010707839776743
1297/0.00012496803143381927,959/0.00018010707839776743
734/0.00012496803143381927,204/0.00018010707839776743
2751/0.00012496803143381927,409/0.00017821121441463303
2951/0.00012496803143381927,1812/0.00017821121441463303
2945/0.00012206179814466067,2704/0.00017821121441463303
1702/0.00012206179814466067,1136/0.00017821121441463303
1415/0.00012206179814466067,1151/0.00017631535043149865
2107/0.00011915556485550209,1257/0.00017631535043149865
2879/0.00011915556485550209,773/0.00017631535043149865
1740/0.00011915556485550209,2890/0.00017631535043149865
1414/0.00011624933156634349,2686/0.00017631535043149865
2180/0.00011624933156634349,156/0.00017631535043149865
2848/0.00011624933156634349,1627/0.00017631535043149865
1318/0.00011624933156634349,2684/0.00017631535043149865
2438/0.00011334309827718491,2459/0.00017631535043149865
2629/0.00011334309827718491,1719/0.00017631535043149865
1206/0.00011334309827718491,1974/0.00017441948644836424
1372/0.00011334309827718491,2715/0.00017441948644836424
482/0.00011334309827718491,2947/0.00017441948644836424
3018/0.00011334309827718491,385/0.00017441948644836424
1954/0.00011043686498802631,412/0.00017441948644836424
1691/0.00010753063169886773,714/0.00017252362246522986
2501/0.00010753063169886773,251/0.00017252362246522986
2506/0.00010462439840970915,1094/0.00017062775848209545
1575/0.00010462439840970915,2955/0.00017062775848209545
2602/0.00010171816512055055,1057/0.00017062775848209545
1535/0.00010171816512055055,2285/0.00017062775848209545
2341/0.00010171816512055055,2410/0.00017062775848209545
942/0.00010171816512055055,1131/0.00016873189449896107
1687/0.00010171816512055055,2881/0.00016873189449896107
2808/0.00010171816512055055,2756/0.00016873189449896107
1238/0.00010171816512055055,1628/0.00016873189449896107
827/0.00010171816512055055,422/0.00016873189449896107
262/9.881193183139197e-05,2678/0.00016873189449896107
1211/9.881193183139197e-05,2417/0.00016873189449896107
2924/9.881193183139197e-05,2610/0.00016873189449896107
989/9.590569854223339e-05,1589/0.00016873189449896107
2254/9.590569854223339e-05,2665/0.00016683603051582667
2000/9.590569854223339e-05,993/0.00016683603051582667
2392/9.590569854223339e-05,1044/0.00016683603051582667
1824/9.590569854223339e-05,2717/0.00016683603051582667
8/9.299946525307479e-05,448/0.00016683603051582667
929/9.299946525307479e-05,2155/0.00016683603051582667
1537/9.009323196391621e-05,2571/0.00016683603051582667
1421/9.009323196391621e-05,2220/0.00016683603051582667
2001/9.009323196391621e-05,249/0.00016683603051582667
2625/9.009323196391621e-05,1768/0.00016683603051582667
1448/8.718699867475763e-05,1383/0.0001649401665326923
1907/8.718699867475763e-05,419/0.0001649401665326923
2068/8.718699867475763e-05,1657/0.0001649401665326923
1625/8.428076538559903e-05,1036/0.0001649401665326923
2511/8.428076538559903e-05,57/0.0001649401665326923
2843/8.428076538559903e-05,2729/0.0001649401665326923
1347/8.428076538559903e-05,1321/0.00016304430254955788
859/8.428076538559903e-05,2414/0.00016304430254955788
1661/8.428076538559903e-05,1473/0.0001611484385664235
2761/8.137453209644045e-05,970/0.0001611484385664235
2661/8.137453209644045e-05,218/0.0001611484385664235
2381/8.137453209644045e-05,1344/0.0001611484385664235
2463/8.137453209644045e-05,2495/0.0001592525745832891
456/8.137453209644045e-05,2596/0.0001592525745832891
732/8.137453209644045e-05,2295/0.0001592525745832891
2081/7.846829880728186e-05,1181/0.0001592525745832891
1795/7.846829880728186e-05,2280/0.0001592525745832891
2514/7.846829880728186e-05,1450/0.0001592525745832891
737/7.846829880728186e-05,2337/0.0001573567106001547
2742/7.846829880728186e-05,2615/0.0001573567106001547
2906/7.846829880728186e-05,1710/0.0001573567106001547
1806/7.846829880728186e-05,630/0.0001573567106001547
591/7.846829880728186e-05,1849/0.0001573567106001547
2032/7.846829880728186e-05,50/0.0001573567106001547
1376/7.556206551812327e-05,1874/0.0001554608466170203
1951/7.556206551812327e-05,661/0.0001554608466170203
173/7.556206551812327e-05,769/0.0001535649826338859
2486/7.556206551812327e-05,550/0.0001535649826338859
1233/7.556206551812327e-05,1266/0.0001535649826338859
685/7.556206551812327e-05,1152/0.0001535649826338859
2458/7.556206551812327e-05,518/0.00015166911865075152
1982/7.265583222896469e-05,1391/0.00015166911865075152
2197/7.265583222896469e-05,1882/0.00015166911865075152
345/7.265583222896469e-05,2482/0.00015166911865075152
1247/7.265583222896469e-05,2484/0.00015166911865075152
1959/6.97495989398061e-05,88/0.00014977325466761712
1823/6.97495989398061e-05,491/0.00014977325466761712
2567/6.97495989398061e-05,2154/0.00014977325466761712
2909/6.97495989398061e-05,2170/0.00014787739068448274
950/6.97495989398061e-05,2034/0.00014598152670134833
2246/6.97495989398061e-05,1821/0.00014598152670134833
2651/6.97495989398061e-05,233/0.00014598152670134833
1944/6.97495989398061e-05,2979/0.00014598152670134833
1306/6.68433656506475e-05,1712/0.00014598152670134833
803/6.68433656506475e-05,2422/0.00014408566271821395
2345/6.393713236148892e-05,2131/0.00014408566271821395
1017/6.393713236148892e-05,1841/0.00014218979873507955
2121/6.393713236148892e-05,2382/0.00014218979873507955
2253/6.393713236148892e-05,2314/0.00014218979873507955
450/6.1030899072330335e-05,1221/0.00014218979873507955
1124/6.1030899072330335e-05,2626/0.00014218979873507955
1060/6.1030899072330335e-05,513/0.00014218979873507955
2688/6.1030899072330335e-05,528/0.00014029393475194517
2936/5.8124665783171746e-05,1474/0.00014029393475194517
778/5.8124665783171746e-05,594/0.00014029393475194517
2797/5.8124665783171746e-05,1811/0.00013839807076881076
2310/5.5218432494013156e-05,1481/0.00013839807076881076
2904/5.5218432494013156e-05,1154/0.00013839807076881076
546/5.5218432494013156e-05,1263/0.00013650220678567638
2456/5.5218432494013156e-05,924/0.00013650220678567638
2004/5.5218432494013156e-05,2856/0.00013650220678567638
2388/5.2312199204854574e-05,2475/0.00013650220678567638
2360/4.9405965915695984e-05,2713/0.00013650220678567638
2775/4.9405965915695984e-05,464/0.00013650220678567638
321/4.9405965915695984e-05,2236/0.00013650220678567638
1156/4.9405965915695984e-05,1225/0.00013460634280254197
2739/4.9405965915695984e-05,2867/0.00013460634280254197
2177/4.6499732626537395e-05,2520/0.00013460634280254197
2448/4.6499732626537395e-05,2965/0.0001327104788194076
2701/4.6499732626537395e-05,1688/0.0001327104788194076
2973/4.6499732626537395e-05,1921/0.0001327104788194076
107/4.6499732626537395e-05,2970/0.0001327104788194076
2007/4.6499732626537395e-05,767/0.0001327104788194076
2852/4.359349933737881e-05,1680/0.0001327104788194076
2134/4.068726604822022e-05,89/0.0001327104788194076
2278/4.068726604822022e-05,1906/0.0001308146148362732
1993/4.068726604822022e-05,1697/0.0001308146148362732
1904/4.068726604822022e-05,820/0.0001308146148362732
2106/4.068726604822022e-05,1472/0.0001308146148362732
2298/3.7781032759061634e-05,2407/0.0001308146148362732
2839/3.7781032759061634e-05,2521/0.0001308146148362732
2886/3.7781032759061634e-05,2395/0.00012891875085313878
1942/3.7781032759061634e-05,1603/0.00012891875085313878
2234/3.487479946990305e-05,1067/0.00012891875085313878
1741/3.487479946990305e-05,1352/0.0001270228868700044
1239/3.487479946990305e-05,643/0.0001270228868700044
1542/3.196856618074446e-05,2788/0.0001270228868700044
998/3.196856618074446e-05,1009/0.0001270228868700044
2778/3.196856618074446e-05,247/0.00012512702288687
2720/3.196856618074446e-05,1215/0.00012512702288687
2391/2.9062332891585873e-05,397/0.00012512702288687
2150/2.6156099602427287e-05,920/0.00012512702288687
2636/2.6156099602427287e-05,1937/0.00012512702288687
2919/2.6156099602427287e-05,853/0.00012512702288687
2627/2.3249866313268698e-05,2409/0.00012323115890373561
2854/2.3249866313268698e-05,2730/0.00012323115890373561
1451/2.3249866313268698e-05,379/0.00012323115890373561
1483/2.3249866313268698e-05,957/0.00012323115890373561
378/2.034363302411011e-05,1717/0.00012323115890373561
1588/2.034363302411011e-05,2613/0.00012133529492060122
2899/2.034363302411011e-05,2211/0.00012133529492060122
2564/2.034363302411011e-05,2418/0.00011943943093746683
1496/1.7437399734951526e-05,1412/0.00011943943093746683
2637/1.7437399734951526e-05,568/0.00011943943093746683
1492/1.7437399734951526e-05,405/0.00011943943093746683
545/1.7437399734951526e-05,2860/0.00011943943093746683
684/1.7437399734951526e-05,1998/0.00011943943093746683
436/1.4531166445792936e-05,1896/0.00011754356695433242
2523/1.4531166445792936e-05,78/0.00011754356695433242
246/1.4531166445792936e-05,1605/0.00011754356695433242
969/1.4531166445792936e-05,2874/0.00011754356695433242
245/1.4531166445792936e-05,2035/0.00011754356695433242
1109/1.1624933156634349e-05,730/0.00011564770297119803
2452/1.1624933156634349e-05,1147/0.00011564770297119803
2641/1.1624933156634349e-05,2202/0.00011375183898806364
2959/1.1624933156634349e-05,1482/0.00011375183898806364
2135/1.1624933156634349e-05,352/0.00011375183898806364
2324/1.1624933156634349e-05,1775/0.00011375183898806364
2152/1.1624933156634349e-05,986/0.00011375183898806364
1818/1.1624933156634349e-05,1711/0.00011375183898806364
2488/8.718699867475763e-06,872/0.00011375183898806364
1028/8.718699867475763e-06,1012/0.00011375183898806364
555/8.718699867475763e-06,137/0.00011375183898806364
605/5.812466578317174e-06,2229/0.00011185597500492924
2184/5.812466578317174e-06,1845/0.00011185597500492924
2849/5.812466578317174e-06,420/0.00011185597500492924
1766/5.812466578317174e-06,2714/0.00011185597500492924
1204/5.812466578317174e-06,1801/0.00011185597500492924
2882/5.812466578317174e-06,634/0.00011185597500492924
2633/5.812466578317174e-06,2663/0.00011185597500492924
2149/5.812466578317174e-06,1626/0.00010996011102179485
575/5.812466578317174e-06,2322/0.00010996011102179485
1682/5.812466578317174e-06,1536/0.00010996011102179485
980/5.812466578317174e-06,1348/0.00010996011102179485
2336/5.812466578317174e-06,2992/0.00010996011102179485
2563/5.812466578317174e-06,1580/0.00010996011102179485
1135/5.812466578317174e-06,2218/0.00010996011102179485
278/2.906233289158587e-06,2038/0.00010996011102179485
25/2.906233289158587e-06,813/0.00010996011102179485
1994/2.906233289158587e-06,501/0.00010806424703866046
2709/2.906233289158587e-06,2527/0.00010806424703866046
2169/2.906233289158587e-06,1088/0.00010806424703866046
1604/2.906233289158587e-06,1990/0.00010616838305552606
1819/2.906233289158587e-06,2578/0.00010616838305552606
2752/2.906233289158587e-06,1374/0.00010616838305552606
790/2.906233289158587e-06,1975/0.00010616838305552606
2274/2.906233289158587e-06,2790/0.00010616838305552606
2806/2.906233289158587e-06,2450/0.00010616838305552606
1284/2.906233289158587e-06,128/0.00010616838305552606
2256/2.906233289158587e-06,2634/0.00010616838305552606
,2818/0.00010427251907239167
,1110/0.00010427251907239167
,0/0.00010427251907239167
,2174/0.00010427251907239167
,1707/0.00010427251907239167
,2283/0.00010427251907239167
,483/0.00010427251907239167
,1330/0.00010237665508925728
,2900/0.00010237665508925728
,1338/0.00010237665508925728
,1377/0.00010237665508925728
,1831/0.00010237665508925728
,2375/0.00010237665508925728
,1116/0.00010048079110612288
,1160/0.00010048079110612288
,826/0.00010048079110612288
,1557/0.00010048079110612288
,825/0.00010048079110612288
,567/0.00010048079110612288
,1043/0.00010048079110612288
,2621/9.858492712298849e-05
,2943/9.858492712298849e-05
,2436/9.858492712298849e-05
,2493/9.858492712298849e-05
,961/9.858492712298849e-05
,2668/9.66890631398541e-05
,533/9.66890631398541e-05
,1737/9.66890631398541e-05
,2857/9.66890631398541e-05
,707/9.66890631398541e-05
,863/9.66890631398541e-05
,1981/9.66890631398541e-05
,2726/9.66890631398541e-05
,320/9.66890631398541e-05
,1631/9.66890631398541e-05
,2698/9.47931991567197e-05
,1016/9.47931991567197e-05
,1195/9.47931991567197e-05
,962/9.47931991567197e-05
,1545/9.47931991567197e-05
,212/9.47931991567197e-05
,862/9.47931991567197e-05
,2553/9.289733517358531e-05
,2293/9.289733517358531e-05
,2067/9.289733517358531e-05
,2620/9.10014711904509e-05
,1532/9.10014711904509e-05
,2241/9.10014711904509e-05
,600/9.10014711904509e-05
,787/8.910560720731651e-05
,2830/8.910560720731651e-05
,2153/8.910560720731651e-05
,2003/8.910560720731651e-05
,954/8.910560720731651e-05
,1432/8.910560720731651e-05
,1754/8.910560720731651e-05
,1544/8.910560720731651e-05
,2124/8.910560720731651e-05
,467/8.720974322418212e-05
,2367/8.720974322418212e-05
,1224/8.720974322418212e-05
,2942/8.720974322418212e-05
,1659/8.720974322418212e-05
,2303/8.720974322418212e-05
,2531/8.531387924104773e-05
,692/8.531387924104773e-05
,1770/8.531387924104773e-05
,806/8.531387924104773e-05
,1176/8.531387924104773e-05
,1922/8.531387924104773e-05
,2780/8.531387924104773e-05
,2799/8.531387924104773e-05
,2078/8.531387924104773e-05
,3025/8.341801525791333e-05
,1312/8.341801525791333e-05
,2479/8.341801525791333e-05
,2176/8.341801525791333e-05
,2917/8.341801525791333e-05
,978/8.341801525791333e-05
,797/8.341801525791333e-05
,1836/8.341801525791333e-05
,2498/8.152215127477894e-05
,2503/8.152215127477894e-05
,2209/8.152215127477894e-05
,2009/8.152215127477894e-05
,628/8.152215127477894e-05
,903/8.152215127477894e-05
,1519/8.152215127477894e-05
,928/7.962628729164455e-05
,752/7.962628729164455e-05
,2645/7.962628729164455e-05
,1006/7.962628729164455e-05
,485/7.962628729164455e-05
,206/7.962628729164455e-05
,2974/7.962628729164455e-05
,1608/7.962628729164455e-05
,2574/7.962628729164455e-05
,1187/7.962628729164455e-05
,1022/7.962628729164455e-05
,2939/7.962628729164455e-05
,413/7.773042330851016e-05
,987/7.773042330851016e-05
,1696/7.773042330851016e-05
,2956/7.773042330851016e-05
,2938/7.583455932537576e-05
,1835/7.583455932537576e-05
,2238/7.583455932537576e-05
,1013/7.583455932537576e-05
,1808/7.583455932537576e-05
,2356/7.583455932537576e-05
,2948/7.393869534224137e-05
,1933/7.393869534224137e-05
,2647/7.393869534224137e-05
,585/7.393869534224137e-05
,2334/7.393869534224137e-05
,2502/7.393869534224137e-05
,2644/7.393869534224137e-05
,1179/7.204283135910698e-05
,2822/7.204283135910698e-05
,1927/7.204283135910698e-05
,1751/7.204283135910698e-05
,1883/7.204283135910698e-05
,3011/7.204283135910698e-05
,1946/7.204283135910698e-05
,2983/7.014696737597258e-05
,411/7.014696737597258e-05
,2608/7.014696737597258e-05
,1955/7.014696737597258e-05
,1693/7.014696737597258e-05
,1699/6.825110339283819e-05
,1357/6.825110339283819e-05
,2583/6.825110339283819e-05
,1054/6.825110339283819e-05
,104/6.825110339283819e-05
,810/6.825110339283819e-05
,2052/6.825110339283819e-05
,1852/6.63552394097038e-05
,2842/6.63552394097038e-05
,2941/6.63552394097038e-05
,53/6.63552394097038e-05
,1426/6.63552394097038e-05
,1220/6.445937542656939e-05
,2876/6.445937542656939e-05
,2773/6.445937542656939e-05
,2363/6.445937542656939e-05
,2557/6.445937542656939e-05
,1237/6.445937542656939e-05
,2611/6.445937542656939e-05
,683/6.2563511443435e-05
,2100/6.2563511443435e-05
,2116/6.2563511443435e-05
,2794/6.2563511443435e-05
,747/6.2563511443435e-05
,2086/6.2563511443435e-05
,2415/6.2563511443435e-05
,2406/6.066764746030061e-05
,2978/6.066764746030061e-05
,22/6.066764746030061e-05
,2674/6.066764746030061e-05
,2031/6.066764746030061e-05
,2105/5.877178347716621e-05
,2282/5.877178347716621e-05
,2988/5.877178347716621e-05
,1292/5.687591949403182e-05
,1765/5.687591949403182e-05
,2344/5.687591949403182e-05
,1773/5.687591949403182e-05
,2261/5.687591949403182e-05
,2318/5.4980055510897425e-05
,2820/5.4980055510897425e-05
,2186/5.4980055510897425e-05
,2910/5.4980055510897425e-05
,625/5.308419152776303e-05
,1200/5.308419152776303e-05
,1120/5.308419152776303e-05
,2865/5.308419152776303e-05
,188/5.308419152776303e-05
,2707/5.308419152776303e-05
,230/5.118832754462864e-05
,2913/5.118832754462864e-05
,504/4.9292463561494246e-05
,2231/4.9292463561494246e-05
,2832/4.9292463561494246e-05
,2880/4.9292463561494246e-05
,2650/4.739659957835985e-05
,1288/4.739659957835985e-05
,2251/4.739659957835985e-05
,607/4.739659957835985e-05
,1093/4.550073559522545e-05
,629/4.550073559522545e-05
,2559/4.550073559522545e-05
,2616/4.550073559522545e-05
,706/4.550073559522545e-05
,2819/4.360487161209106e-05
,2723/4.360487161209106e-05
,1437/4.360487161209106e-05
,765/4.170900762895667e-05
,2740/4.170900762895667e-05
,283/4.170900762895667e-05
,2687/4.170900762895667e-05
,816/4.170900762895667e-05
,1988/4.170900762895667e-05
,2386/4.170900762895667e-05
,40/4.170900762895667e-05
,852/3.9813143645822274e-05
,2420/3.9813143645822274e-05
,2524/3.9813143645822274e-05
,2058/3.9813143645822274e-05
,1431/3.791727966268788e-05
,958/3.791727966268788e-05
,1928/3.791727966268788e-05
,2920/3.791727966268788e-05
,1380/3.791727966268788e-05
,582/3.791727966268788e-05
,1847/3.602141567955349e-05
,2240/3.602141567955349e-05
,991/3.602141567955349e-05
,2265/3.602141567955349e-05
,1236/3.4125551696419095e-05
,2198/3.4125551696419095e-05
,337/3.4125551696419095e-05
,1470/3.4125551696419095e-05
,741/3.4125551696419095e-05
,2312/3.4125551696419095e-05
,1464/3.0333823730150305e-05
,1807/3.0333823730150305e-05
,2888/3.0333823730150305e-05
,822/3.0333823730150305e-05
,1351/3.0333823730150305e-05
,2666/3.0333823730150305e-05
,2743/3.0333823730150305e-05
,2711/3.0333823730150305e-05
,1551/2.843795974701591e-05
,2998/2.843795974701591e-05
,2934/2.843795974701591e-05
,2072/2.843795974701591e-05
,2605/2.843795974701591e-05
,1861/2.843795974701591e-05
,798/2.6542095763881516e-05
,399/2.6542095763881516e-05
,1965/2.6542095763881516e-05
,2586/2.6542095763881516e-05
,1742/2.6542095763881516e-05
,2428/2.4646231780747123e-05
,1720/2.4646231780747123e-05
,2411/2.4646231780747123e-05
,2576/2.4646231780747123e-05
,2589/2.4646231780747123e-05
,2699/2.4646231780747123e-05
,2964/2.4646231780747123e-05
,589/2.4646231780747123e-05
,2489/2.2750367797612727e-05
,2975/2.2750367797612727e-05
,1663/2.2750367797612727e-05
,2987/2.2750367797612727e-05
,1546/2.0854503814478334e-05
,2861/2.0854503814478334e-05
,1007/2.0854503814478334e-05
,1378/2.0854503814478334e-05
,2776/1.895863983134394e-05
,1323/1.895863983134394e-05
,2201/1.895863983134394e-05
,999/1.895863983134394e-05
,1743/1.7062775848209547e-05
,2044/1.7062775848209547e-05
,1065/1.7062775848209547e-05
,1223/1.7062775848209547e-05
,636/1.7062775848209547e-05
,1639/1.7062775848209547e-05
,1684/1.5166911865075153e-05
,1665/1.5166911865075153e-05
,276/1.5166911865075153e-05
,2971/1.5166911865075153e-05
,2813/1.5166911865075153e-05
,2721/1.3271047881940758e-05
,1403/1.3271047881940758e-05
,2145/1.3271047881940758e-05
,1491/1.1375183898806363e-05
,2744/1.1375183898806363e-05
,1550/9.47931991567197e-06
,2556/9.47931991567197e-06
,1956/9.47931991567197e-06
,2570/9.47931991567197e-06
,618/9.47931991567197e-06
,2815/7.583455932537576e-06
,2071/7.583455932537576e-06
,2759/7.583455932537576e-06
,1612/5.687591949403182e-06
,2242/5.687591949403182e-06
,1056/3.791727966268788e-06
,2750/3.791727966268788e-06
,679/3.791727966268788e-06
,2151/3.791727966268788e-06
