Topic 1,Topic 2
2199/0.00028632572513224053,
1757/0.00028632572513224053,
1234/0.00028632572513224053,
2018/0.0002850915625239119,
811/0.0002850915625239119,
2511/0.0002838573999155833,
72/0.00028262323730725465,
2332/0.00028262323730725465,
659/0.000281389074698926,
1341/0.000281389074698926,
2314/0.0002801549120905974,
2035/0.0002801549120905974,
2632/0.0002789207494822688,
1925/0.0002789207494822688,
2317/0.0002789207494822688,
322/0.00027768658687394015,
854/0.00027768658687394015,
2598/0.00027768658687394015,
912/0.0002764524242656115,
2137/0.0002764524242656115,
1218/0.0002752182616572829,
729/0.0002752182616572829,
2330/0.0002752182616572829,
1368/0.00027398409904895427,
1347/0.00027398409904895427,
1028/0.00027398409904895427,
497/0.00027274993644062565,
104/0.00027274993644062565,
2616/0.00027028161122396845,
18/0.00027028161122396845,
1768/0.00027028161122396845,
1879/0.00027028161122396845,
2479/0.0002690474486156398,
616/0.0002690474486156398,
2431/0.0002690474486156398,
2297/0.0002678132860073112,
2214/0.0002678132860073112,
1747/0.0002678132860073112,
2167/0.0002678132860073112,
2475/0.00026657912339898257,
1097/0.00026657912339898257,
2577/0.00026534496079065395,
1323/0.00026534496079065395,
1711/0.0002641107981823253,
2457/0.0002628766355739967,
170/0.0002628766355739967,
1530/0.00026164247296566807,
117/0.00026164247296566807,
2285/0.00026040831035733944,
1958/0.00026040831035733944,
1215/0.00026040831035733944,
2073/0.0002591741477490108,
1195/0.0002591741477490108,
960/0.0002591741477490108,
1656/0.0002591741477490108,
1265/0.0002591741477490108,
2250/0.00025547165992402494,
1637/0.0002542374973156963,
1319/0.0002542374973156963,
1835/0.0002530033347073677,
2068/0.0002530033347073677,
1581/0.0002530033347073677,
2425/0.0002530033347073677,
1443/0.00025176917209903906,
1376/0.00025176917209903906,
650/0.00025176917209903906,
1674/0.00025053500949071044,
2333/0.00025053500949071044,
1495/0.00025053500949071044,
2421/0.00025053500949071044,
1973/0.00025053500949071044,
1476/0.0002493008468823818,
40/0.0002493008468823818,
1001/0.0002493008468823818,
997/0.0002493008468823818,
1388/0.00024806668427405324,
2571/0.00024806668427405324,
2178/0.0002468325216657246,
1614/0.0002468325216657246,
1980/0.0002468325216657246,
1340/0.0002468325216657246,
766/0.000245598359057396,
992/0.000245598359057396,
2140/0.000245598359057396,
877/0.000245598359057396,
899/0.000245598359057396,
2451/0.000245598359057396,
2031/0.000245598359057396,
999/0.000245598359057396,
2371/0.00024436419644906736,
2275/0.00024436419644906736,
1766/0.00024436419644906736,
831/0.0002418958712324101,
1130/0.0002418958712324101,
534/0.00024066170862408148,
2101/0.00024066170862408148,
1750/0.00024066170862408148,
1084/0.00024066170862408148,
1384/0.00023942754601575286,
1266/0.00023819338340742423,
1789/0.00023819338340742423,
1498/0.00023819338340742423,
1942/0.0002369592207990956,
1633/0.0002369592207990956,
1455/0.0002369592207990956,
1287/0.0002369592207990956,
2427/0.00023572505819076698,
1698/0.00023572505819076698,
640/0.00023572505819076698,
45/0.00023449089558243835,
1521/0.00023449089558243835,
172/0.00023449089558243835,
1911/0.00023325673297410973,
28/0.0002320225703657811,
1437/0.0002320225703657811,
1965/0.0002320225703657811,
2492/0.0002320225703657811,
304/0.00023078840775745248,
2092/0.00023078840775745248,
1295/0.00023078840775745248,
760/0.00022955424514912388,
1546/0.00022832008254079525,
1312/0.00022832008254079525,
2184/0.00022832008254079525,
1650/0.000225851757324138,
3/0.000225851757324138,
2001/0.00022461759471580938,
2215/0.00022461759471580938,
971/0.00022461759471580938,
922/0.00022338343210748075,
1869/0.00022338343210748075,
672/0.00022214926949915212,
2524/0.00022214926949915212,
1681/0.00022214926949915212,
627/0.00022214926949915212,
251/0.00022214926949915212,
1769/0.0002209151068908235,
1534/0.0002209151068908235,
1374/0.00021968094428249487,
1332/0.00021968094428249487,
940/0.00021844678167416627,
1277/0.00021844678167416627,
1124/0.00021844678167416627,
1085/0.00021721261906583765,
620/0.00021721261906583765,
1309/0.00021721261906583765,
323/0.00021721261906583765,
1365/0.00021721261906583765,
1907/0.00021597845645750902,
843/0.00021597845645750902,
943/0.0002147442938491804,
606/0.00021351013124085177,
1638/0.00021351013124085177,
2363/0.00021351013124085177,
980/0.00021351013124085177,
1826/0.00021227596863252315,
870/0.00021227596863252315,
1271/0.00021227596863252315,
2409/0.00021104180602419452,
1144/0.00021104180602419452,
1422/0.00021104180602419452,
2109/0.0002098076434158659,
2041/0.00020857348080753727,
825/0.00020857348080753727,
493/0.00020733931819920864,
123/0.00020610515559088004,
2510/0.00020610515559088004,
1045/0.00020610515559088004,
1640/0.00020610515559088004,
951/0.00020487099298255142,
2422/0.0002036368303742228,
2336/0.0002036368303742228,
2544/0.0002036368303742228,
2296/0.0002036368303742228,
503/0.00020240266776589417,
2383/0.00020240266776589417,
1409/0.00020240266776589417,
1855/0.00020240266776589417,
2463/0.00020240266776589417,
1830/0.00020116850515756554,
2493/0.00020116850515756554,
2070/0.0001987001799409083,
460/0.0001987001799409083,
2234/0.0001987001799409083,
1742/0.0001987001799409083,
1336/0.00019746601733257966,
490/0.00019623185472425104,
2485/0.00019623185472425104,
1282/0.00019623185472425104,
248/0.00019623185472425104,
1204/0.00019499769211592244,
1502/0.0001937635295075938,
1738/0.0001937635295075938,
131/0.0001937635295075938,
1107/0.0001925293668992652,
1083/0.0001925293668992652,
1801/0.0001925293668992652,
1184/0.00019129520429093656,
1542/0.00019006104168260794,
966/0.00019006104168260794,
1171/0.00019006104168260794,
1612/0.00019006104168260794,
354/0.00019006104168260794,
2592/0.0001888268790742793,
567/0.0001888268790742793,
1257/0.00018759271646595068,
1279/0.00018759271646595068,
2095/0.00018759271646595068,
2310/0.00018759271646595068,
1069/0.00018635855385762206,
1713/0.00018635855385762206,
2532/0.00018635855385762206,
2141/0.00018635855385762206,
684/0.00018512439124929343,
1477/0.0001838902286409648,
2469/0.0001838902286409648,
2164/0.0001838902286409648,
1362/0.0001826560660326362,
2108/0.0001826560660326362,
2034/0.0001826560660326362,
177/0.00018142190342430758,
394/0.00018142190342430758,
1886/0.00018018774081597896,
2627/0.00018018774081597896,
2377/0.00018018774081597896,
2244/0.00018018774081597896,
398/0.00018018774081597896,
2581/0.00018018774081597896,
214/0.00017895357820765033,
1811/0.00017895357820765033,
1844/0.00017895357820765033,
1565/0.00017895357820765033,
2476/0.00017895357820765033,
2567/0.0001777194155993217,
1281/0.0001777194155993217,
828/0.0001777194155993217,
2530/0.0001777194155993217,
2328/0.00017648525299099308,
397/0.00017648525299099308,
233/0.00017648525299099308,
1054/0.00017525109038266445,
1480/0.00017525109038266445,
2410/0.00017525109038266445,
1460/0.00017525109038266445,
888/0.00017401692777433583,
2076/0.00017401692777433583,
546/0.00017401692777433583,
1296/0.00017401692777433583,
1025/0.0001727827651660072,
1827/0.0001727827651660072,
2204/0.0001727827651660072,
1717/0.00017154860255767858,
1753/0.00017031443994934998,
414/0.00016908027734102135,
2100/0.00016908027734102135,
1557/0.00016908027734102135,
1922/0.00016908027734102135,
294/0.00016908027734102135,
2658/0.00016908027734102135,
1945/0.00016784611473269273,
1783/0.00016784611473269273,
2539/0.00016784611473269273,
2277/0.0001666119521243641,
1870/0.0001666119521243641,
2655/0.00016537778951603547,
1934/0.00016537778951603547,
629/0.00016414362690770685,
2646/0.00016414362690770685,
1235/0.00016414362690770685,
1197/0.00016414362690770685,
1741/0.00016414362690770685,
1564/0.00016290946429937822,
2355/0.00016290946429937822,
1849/0.0001616753016910496,
2069/0.00016044113908272097,
1987/0.00016044113908272097,
2353/0.00016044113908272097,
771/0.00016044113908272097,
1677/0.00016044113908272097,
2583/0.00015920697647439237,
1735/0.00015797281386606375,
1622/0.00015797281386606375,
2046/0.00015673865125773512,
1831/0.0001555044886494065,
312/0.0001555044886494065,
1248/0.00015427032604107787,
1918/0.00015427032604107787,
1732/0.00015427032604107787,
1691/0.00015303616343274924,
1533/0.00015303616343274924,
2281/0.00015180200082442062,
1140/0.000150567838216092,
2481/0.000150567838216092,
1106/0.000150567838216092,
2643/0.000150567838216092,
2478/0.000150567838216092,
1304/0.00014933367560776337,
927/0.00014933367560776337,
1694/0.00014933367560776337,
2248/0.00014933367560776337,
1425/0.00014809951299943474,
1479/0.00014809951299943474,
1644/0.00014809951299943474,
1938/0.00014809951299943474,
656/0.00014563118778277752,
1438/0.0001443970251744489,
2153/0.00014316286256612026,
1324/0.00014192869995779164,
2260/0.00014192869995779164,
324/0.00014192869995779164,
2663/0.00014192869995779164,
1967/0.00014192869995779164,
615/0.000140694537349463,
2232/0.000140694537349463,
1016/0.0001394603747411344,
2575/0.0001394603747411344,
1668/0.0001394603747411344,
1515/0.0001394603747411344,
1954/0.00013699204952447714,
1511/0.00013699204952447714,
1798/0.00013575788691614854,
1916/0.0001345237243078199,
2644/0.0001345237243078199,
804/0.00013328956169949129,
1641/0.00013205539909116266,
2487/0.00013205539909116266,
2430/0.0001295870738745054,
2527/0.00012835291126617678,
2346/0.00012835291126617678,
1745/0.00012711874865784816,
2625/0.00012711874865784816,
2075/0.00012588458604951953,
217/0.0001246504234411909,
1457/0.0001246504234411909,
1968/0.0001246504234411909,
2613/0.0001246504234411909,
1313/0.0001246504234411909,
2029/0.0001246504234411909,
1872/0.0001246504234411909,
2040/0.0001234162608328623,
1524/0.00012218209822453368,
350/0.00012218209822453368,
1018/0.00012218209822453368,
1253/0.00012094793561620505,
2267/0.00012094793561620505,
1508/0.00011971377300787643,
2094/0.00011971377300787643,
1125/0.00011971377300787643,
1033/0.0001184796103995478,
2087/0.0001184796103995478,
1868/0.0001184796103995478,
2509/0.0001184796103995478,
1929/0.00011601128518289055,
2304/0.00011601128518289055,
1643/0.00011354295996623331,
1829/0.00011354295996623331,
1672/0.00011354295996623331,
2113/0.00011230879735790469,
1259/0.00011230879735790469,
1833/0.00011107463474957606,
1995/0.00010984047214124744,
861/0.00010984047214124744,
561/0.00010860630953291882,
755/0.0001073721469245902,
347/0.0001073721469245902,
407/0.0001073721469245902,
2266/0.0001073721469245902,
2549/0.00010490382170793295,
2280/0.00010366965909960432,
2560/0.00010120133388294708,
2322/0.00010120133388294708,
2252/9.996717127461846e-05,
2052/9.873300866628983e-05,
2385/9.873300866628983e-05,
1505/9.749884605796122e-05,
575/9.62646834496326e-05,
1790/9.62646834496326e-05,
1012/9.62646834496326e-05,
2022/9.503052084130397e-05,
1373/9.379635823297534e-05,
1173/9.379635823297534e-05,
1645/9.13280330163181e-05,
2640/9.13280330163181e-05,
2364/9.009387040798948e-05,
2666/9.009387040798948e-05,
2580/9.009387040798948e-05,
1432/9.009387040798948e-05,
2397/8.885970779966085e-05,
1846/8.762554519133223e-05,
2639/8.762554519133223e-05,
1816/8.63913825830036e-05,
1417/8.515721997467499e-05,
1544/8.515721997467499e-05,
2498/8.515721997467499e-05,
2205/8.392305736634636e-05,
94/8.392305736634636e-05,
526/8.392305736634636e-05,
576/8.268889475801774e-05,
2531/8.268889475801774e-05,
663/8.268889475801774e-05,
1948/8.145473214968911e-05,
2082/8.145473214968911e-05,
2115/8.145473214968911e-05,
2569/8.145473214968911e-05,
2465/8.022056954136049e-05,
1043/8.022056954136049e-05,
2486/8.022056954136049e-05,
2651/8.022056954136049e-05,
1134/8.022056954136049e-05,
1447/7.651808171637462e-05,
1115/7.5283919108046e-05,
1777/7.5283919108046e-05,
1117/7.404975649971737e-05,
2155/7.03472686747315e-05,
1255/6.787894345807427e-05,
2584/6.664478084974564e-05,
1794/6.541061824141702e-05,
2547/6.294229302475977e-05,
1915/6.294229302475977e-05,
1994/6.170813041643115e-05,
2411/6.170813041643115e-05,
1552/6.170813041643115e-05,
1472/6.047396780810253e-05,
1983/5.92398051997739e-05,
1626/5.92398051997739e-05,
2574/5.92398051997739e-05,
2060/5.8005642591445276e-05,
1598/5.8005642591445276e-05,
2276/5.677147998311666e-05,
1548/5.3068992158130786e-05,
1413/4.9366504333144916e-05,
1448/4.566401650815905e-05,
2617/4.4429853899830426e-05,
1541/4.31956912915018e-05,
2528/4.0727366074844556e-05,
592/3.949320346651594e-05,
1700/3.949320346651594e-05,
319/3.455655303320144e-05,
2357/3.455655303320144e-05,
2288/3.2088227816544196e-05,
1953/3.0854065208215577e-05,
2196/2.961990259988695e-05,
1839/2.961990259988695e-05,
2455/2.7151577383229706e-05,
947/2.591741477490108e-05,
1288/2.3449089558243835e-05,
1158/2.2214926949915213e-05,
1101/2.098076434158659e-05,
2499/2.098076434158659e-05,
2447/6.1708130416431145e-06,
1426/4.936650433314492e-06,
2294/1.234162608328623e-06,
2660/1.234162608328623e-06,
