i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7
9287,theweirdalshow,0.3185840707964602,0.12389380530973451,0.3805309734513274,0.07964601769911504,0.07964601769911504,0.017699115044247787,0.0
9288,thewestwing,0.2741514360313316,0.03524804177545692,0.5456919060052219,0.0783289817232376,0.0391644908616188,0.0039164490861618795,0.02349869451697128
9289,thewesterner,0.15625,0.125,0.4375,0.15625,0.0625,0.03125,0.03125
9290,thewheel,0.3333333333333333,0.38095238095238093,0.23809523809523808,0.0,0.0,0.047619047619047616,0.0
9291,thewheeloftime,0.15862068965517243,0.034482758620689655,0.5586206896551724,0.08275862068965517,0.13793103448275862,0.027586206896551724,0.0
9292,thewhispers,0.20588235294117646,0.14705882352941177,0.47058823529411764,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705
9293,thewhiteprincess,0.2523364485981308,0.018691588785046728,0.5794392523364486,0.056074766355140186,0.028037383177570093,0.0,0.06542056074766354
9294,thewhitequeen,0.3005464480874317,0.01639344262295082,0.5027322404371585,0.04371584699453552,0.060109289617486336,0.0273224043715847,0.04918032786885246
9295,thewhiteshadow,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.0,0.0,0.1111111111111111,0.0
9296,thewhitestkidsuknow,0.3028169014084507,0.04929577464788732,0.4859154929577465,0.07042253521126761,0.04225352112676056,0.028169014084507043,0.02112676056338028
9297,thewholetruth,0.18181818181818182,0.18181818181818182,0.45454545454545453,0.0,0.0,0.0,0.18181818181818182
9298,thewildhouse,0.30612244897959184,0.04081632653061224,0.46938775510204084,0.08163265306122448,0.04081632653061224,0.0,0.061224489795918366
9299,thewildwildwest,0.17467248908296942,0.034934497816593885,0.5240174672489083,0.11353711790393013,0.10480349344978165,0.03056768558951965,0.017467248908296942
9300,thewilds,0.2727272727272727,0.04040404040404041,0.5959595959595959,0.050505050505050504,0.020202020202020204,0.0,0.020202020202020204
9301,thewindsors,0.2,0.046153846153846156,0.5230769230769231,0.13846153846153847,0.03076923076923077,0.015384615384615385,0.046153846153846156
9302,thewinneris,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0
9303,thewire,0.20677966101694914,0.03220338983050847,0.5830508474576271,0.09322033898305085,0.03898305084745763,0.005084745762711864,0.04067796610169491
9304,thewitcher2019,0.18947368421052632,0.03508771929824561,0.48771929824561405,0.10877192982456141,0.12982456140350876,0.02456140350877193,0.02456140350877193
9305,thewizard,0.25,0.0625,0.5,0.125,0.0,0.0625,0.0
9306,thewizardofodds,0.0,0.75,0.25,0.0,0.0,0.0,0.0
9307,thewolf,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.5555555555555556
9308,thewonderyears,0.3024390243902439,0.02926829268292683,0.5365853658536586,0.08292682926829269,0.024390243902439025,0.00975609756097561,0.014634146341463415
9309,thewonderyears2021,0.13333333333333333,0.06666666666666667,0.6,0.2,0.0,0.0,0.0
9310,theworldaccordingtojeffgoldblum,0.23880597014925373,0.04477611940298507,0.44776119402985076,0.11940298507462686,0.11940298507462686,0.014925373134328358,0.014925373134328358
9311,theworstweekofmylife,0.36,0.12,0.48,0.0,0.0,0.0,0.04
9312,theworstwitch,0.29910714285714285,0.04017857142857143,0.4107142857142857,0.13392857142857142,0.07589285714285714,0.03125,0.008928571428571428
9313,theworstyearofmylifeagain,0.4126984126984127,0.031746031746031744,0.38095238095238093,0.09523809523809523,0.06349206349206349,0.0,0.015873015873015872
9314,thewrestlingkennection,0.2916666666666667,0.041666666666666664,0.5555555555555556,0.06944444444444445,0.013888888888888888,0.013888888888888888,0.013888888888888888
9315,thewrongdoor,0.18181818181818182,0.18181818181818182,0.2727272727272727,0.09090909090909091,0.0,0.2727272727272727,0.0
9316,thewubbulousworldofdrseuss,0.2644628099173554,0.0743801652892562,0.4049586776859504,0.1322314049586777,0.08264462809917356,0.024793388429752067,0.01652892561983471
9317,thexfactor,0.3170731707317073,0.09146341463414634,0.4634146341463415,0.07926829268292683,0.012195121951219513,0.024390243902439025,0.012195121951219513
9318,thexfiles,0.2013039934800326,0.03178484107579462,0.5215973920130399,0.09698451507742462,0.10105949470252648,0.02444987775061125,0.022819885900570498
9319,theyoungandtherestless,0.25,0.039473684210526314,0.5833333333333334,0.05263157894736842,0.017543859649122806,0.0043859649122807015,0.05263157894736842
9320,theyoungindianajoneschronicles,0.24203821656050956,0.044585987261146494,0.5286624203821656,0.12738853503184713,0.03821656050955414,0.006369426751592357,0.012738853503184714
9321,theyoungoffenders,0.21311475409836064,0.09836065573770492,0.5409836065573771,0.09836065573770492,0.01639344262295082,0.01639344262295082,0.01639344262295082
9322,theyoungones,0.28978622327790976,0.04275534441805225,0.517814726840855,0.0855106888361045,0.040380047505938245,0.007125890736342043,0.0166270783847981
9323,theyoungpope,0.29545454545454547,0.03409090909090909,0.5681818181818182,0.045454545454545456,0.022727272727272728,0.0,0.03409090909090909
