Topic 1,Topic 2
1130/0.00012724471528994955,
1858/0.00012724471528994955,
2563/0.00012724471528994955,
2188/0.00012724471528994955,
2283/0.00012724471528994955,
146/0.00012724471528994955,
1420/0.00012724471528994955,
970/0.00012724471528994955,
912/0.00012599721808122455,
836/0.00012599721808122455,
1211/0.00012599721808122455,
2485/0.00012599721808122455,
2011/0.00012599721808122455,
622/0.00012599721808122455,
1979/0.00012599721808122455,
2038/0.00012599721808122455,
1738/0.00012599721808122455,
1324/0.00012474972087249956,
2527/0.00012474972087249956,
1879/0.00012474972087249956,
1445/0.00012474972087249956,
1002/0.00012350222366377456,
2470/0.00012350222366377456,
1883/0.00012350222366377456,
1805/0.00012350222366377456,
1760/0.00012350222366377456,
2627/0.00012350222366377456,
856/0.00012350222366377456,
946/0.00012225472645504957,
1579/0.00012225472645504957,
1606/0.00012225472645504957,
496/0.00012225472645504957,
2636/0.00012225472645504957,
1996/0.00012225472645504957,
210/0.00012100722924632456,
907/0.00012100722924632456,
1589/0.00012100722924632456,
2404/0.00012100722924632456,
1666/0.00012100722924632456,
1092/0.00012100722924632456,
2097/0.00011975973203759957,
802/0.00011975973203759957,
469/0.00011975973203759957,
2123/0.00011975973203759957,
1800/0.00011975973203759957,
300/0.00011975973203759957,
2558/0.00011851223482887457,
1850/0.00011851223482887457,
2293/0.00011851223482887457,
1254/0.00011851223482887457,
991/0.00011851223482887457,
1457/0.00011851223482887457,
50/0.00011726473762014958,
2077/0.00011726473762014958,
2130/0.00011726473762014958,
873/0.00011726473762014958,
726/0.00011726473762014958,
424/0.00011726473762014958,
1240/0.00011601724041142458,
8/0.00011601724041142458,
1319/0.00011601724041142458,
1155/0.00011601724041142458,
2338/0.00011601724041142458,
512/0.00011476974320269959,
2150/0.00011476974320269959,
640/0.00011476974320269959,
154/0.00011476974320269959,
1406/0.00011476974320269959,
2625/0.00011476974320269959,
1952/0.00011476974320269959,
1875/0.00011476974320269959,
1513/0.00011476974320269959,
10/0.00011476974320269959,
506/0.0001135222459939746,
493/0.0001135222459939746,
2654/0.0001135222459939746,
2344/0.0001135222459939746,
1277/0.0001135222459939746,
1683/0.0001135222459939746,
1818/0.0001135222459939746,
531/0.00011227474878524959,
2613/0.00011227474878524959,
1565/0.00011227474878524959,
1947/0.00011227474878524959,
305/0.00011102725157652459,
1287/0.00011102725157652459,
1729/0.00011102725157652459,
123/0.00011102725157652459,
1820/0.00011102725157652459,
1502/0.0001097797543677996,
1629/0.0001097797543677996,
962/0.0001097797543677996,
1235/0.0001097797543677996,
350/0.0001097797543677996,
1084/0.0001097797543677996,
986/0.0001085322571590746,
2215/0.0001085322571590746,
1522/0.0001085322571590746,
2248/0.0001085322571590746,
629/0.0001085322571590746,
878/0.0001085322571590746,
1841/0.00010728475995034961,
105/0.00010728475995034961,
2184/0.00010728475995034961,
2153/0.00010728475995034961,
1675/0.00010603726274162461,
1843/0.00010603726274162461,
2191/0.00010603726274162461,
2366/0.00010603726274162461,
2390/0.00010603726274162461,
177/0.00010603726274162461,
1498/0.00010478976553289962,
1574/0.00010478976553289962,
2326/0.00010478976553289962,
590/0.00010478976553289962,
993/0.00010478976553289962,
1757/0.00010478976553289962,
2577/0.00010478976553289962,
997/0.00010478976553289962,
2658/0.00010478976553289962,
2433/0.00010478976553289962,
1392/0.00010354226832417463,
2583/0.00010354226832417463,
591/0.00010354226832417463,
1712/0.00010354226832417463,
885/0.00010354226832417463,
2255/0.00010354226832417463,
1951/0.00010354226832417463,
2082/0.00010354226832417463,
1668/0.00010229477111544963,
1509/0.00010229477111544963,
1622/0.00010229477111544963,
1393/0.00010229477111544963,
2594/0.00010229477111544963,
2501/0.00010229477111544963,
826/0.00010229477111544963,
1530/0.00010229477111544963,
2377/0.00010104727390672464,
2010/0.00010104727390672464,
2598/0.00010104727390672464,
2371/0.00010104727390672464,
1810/0.00010104727390672464,
636/0.00010104727390672464,
898/0.00010104727390672464,
2656/9.979977669799964e-05,
1250/9.979977669799964e-05,
1106/9.979977669799964e-05,
435/9.855227948927465e-05,
612/9.855227948927465e-05,
1200/9.855227948927465e-05,
2168/9.855227948927465e-05,
1414/9.855227948927465e-05,
2544/9.855227948927465e-05,
1163/9.855227948927465e-05,
2139/9.855227948927465e-05,
1188/9.605728507182466e-05,
1291/9.605728507182466e-05,
2229/9.605728507182466e-05,
2628/9.605728507182466e-05,
968/9.605728507182466e-05,
297/9.605728507182466e-05,
828/9.605728507182466e-05,
615/9.480978786309965e-05,
2560/9.480978786309965e-05,
2549/9.480978786309965e-05,
2331/9.480978786309965e-05,
1801/9.480978786309965e-05,
918/9.480978786309965e-05,
949/9.480978786309965e-05,
810/9.356229065437466e-05,
1968/9.356229065437466e-05,
760/9.356229065437466e-05,
1889/9.356229065437466e-05,
2419/9.356229065437466e-05,
2167/9.356229065437466e-05,
1185/9.356229065437466e-05,
2013/9.356229065437466e-05,
2564/9.356229065437466e-05,
1245/9.231479344564966e-05,
2632/9.231479344564966e-05,
1055/9.231479344564966e-05,
1769/9.231479344564966e-05,
2646/9.231479344564966e-05,
2116/9.231479344564966e-05,
2171/9.231479344564966e-05,
2356/9.231479344564966e-05,
1077/9.231479344564966e-05,
1422/9.231479344564966e-05,
2454/9.231479344564966e-05,
1476/9.106729623692467e-05,
1773/9.106729623692467e-05,
1763/9.106729623692467e-05,
2232/9.106729623692467e-05,
2297/9.106729623692467e-05,
286/9.106729623692467e-05,
1945/8.981979902819967e-05,
294/8.981979902819967e-05,
763/8.981979902819967e-05,
254/8.981979902819967e-05,
1278/8.981979902819967e-05,
2221/8.981979902819967e-05,
1045/8.981979902819967e-05,
1507/8.981979902819967e-05,
1855/8.981979902819967e-05,
354/8.857230181947468e-05,
383/8.857230181947468e-05,
1853/8.857230181947468e-05,
2057/8.857230181947468e-05,
2395/8.857230181947468e-05,
1893/8.857230181947468e-05,
1103/8.857230181947468e-05,
2263/8.857230181947468e-05,
1201/8.857230181947468e-05,
1874/8.732480461074968e-05,
1347/8.732480461074968e-05,
2665/8.732480461074968e-05,
1665/8.732480461074968e-05,
2204/8.732480461074968e-05,
1267/8.732480461074968e-05,
657/8.732480461074968e-05,
2609/8.607730740202469e-05,
2109/8.607730740202469e-05,
309/8.607730740202469e-05,
2095/8.607730740202469e-05,
1365/8.607730740202469e-05,
2141/8.607730740202469e-05,
1437/8.607730740202469e-05,
1484/8.607730740202469e-05,
1396/8.48298101932997e-05,
2332/8.48298101932997e-05,
2533/8.48298101932997e-05,
831/8.48298101932997e-05,
2026/8.35823129845747e-05,
1174/8.35823129845747e-05,
1472/8.35823129845747e-05,
140/8.35823129845747e-05,
2518/8.35823129845747e-05,
2275/8.35823129845747e-05,
2525/8.35823129845747e-05,
1702/8.35823129845747e-05,
1395/8.23348157758497e-05,
1327/8.23348157758497e-05,
2381/8.23348157758497e-05,
217/8.23348157758497e-05,
1215/8.23348157758497e-05,
2280/8.23348157758497e-05,
1072/8.23348157758497e-05,
1742/8.108731856712471e-05,
1132/8.108731856712471e-05,
1383/8.108731856712471e-05,
1340/8.108731856712471e-05,
534/8.108731856712471e-05,
2502/7.983982135839972e-05,
2004/7.983982135839972e-05,
659/7.983982135839972e-05,
1439/7.983982135839972e-05,
1137/7.859232414967472e-05,
1638/7.859232414967472e-05,
1730/7.859232414967472e-05,
1581/7.859232414967472e-05,
460/7.859232414967472e-05,
1344/7.859232414967472e-05,
2034/7.859232414967472e-05,
2040/7.734482694094971e-05,
1016/7.734482694094971e-05,
2187/7.734482694094971e-05,
1789/7.734482694094971e-05,
1195/7.734482694094971e-05,
1918/7.734482694094971e-05,
1677/7.734482694094971e-05,
910/7.609732973222472e-05,
2376/7.609732973222472e-05,
2001/7.609732973222472e-05,
1948/7.609732973222472e-05,
2059/7.609732973222472e-05,
863/7.609732973222472e-05,
1246/7.609732973222472e-05,
2140/7.609732973222472e-05,
2540/7.484983252349972e-05,
1827/7.484983252349972e-05,
173/7.484983252349972e-05,
206/7.484983252349972e-05,
1259/7.484983252349972e-05,
2106/7.484983252349972e-05,
724/7.360233531477473e-05,
874/7.360233531477473e-05,
1090/7.360233531477473e-05,
1869/7.235483810604974e-05,
1204/7.235483810604974e-05,
1705/7.235483810604974e-05,
875/7.235483810604974e-05,
2484/7.235483810604974e-05,
1674/7.110734089732474e-05,
2379/7.110734089732474e-05,
2131/7.110734089732474e-05,
2590/7.110734089732474e-05,
2524/7.110734089732474e-05,
1939/7.110734089732474e-05,
2614/7.110734089732474e-05,
1232/6.985984368859975e-05,
1313/6.985984368859975e-05,
2041/6.985984368859975e-05,
508/6.985984368859975e-05,
1682/6.861234647987475e-05,
704/6.861234647987475e-05,
953/6.861234647987475e-05,
335/6.861234647987475e-05,
676/6.861234647987475e-05,
1553/6.861234647987475e-05,
2442/6.861234647987475e-05,
1684/6.861234647987475e-05,
2508/6.861234647987475e-05,
1374/6.861234647987475e-05,
1584/6.736484927114976e-05,
880/6.736484927114976e-05,
518/6.736484927114976e-05,
442/6.736484927114976e-05,
1882/6.736484927114976e-05,
1521/6.736484927114976e-05,
2669/6.736484927114976e-05,
1643/6.736484927114976e-05,
2111/6.611735206242476e-05,
1633/6.611735206242476e-05,
1234/6.611735206242476e-05,
1550/6.611735206242476e-05,
2362/6.611735206242476e-05,
2234/6.611735206242476e-05,
1596/6.611735206242476e-05,
1770/6.611735206242476e-05,
1409/6.486985485369977e-05,
1330/6.486985485369977e-05,
1871/6.486985485369977e-05,
2092/6.486985485369977e-05,
1696/6.486985485369977e-05,
100/6.486985485369977e-05,
45/6.486985485369977e-05,
1849/6.486985485369977e-05,
2347/6.486985485369977e-05,
992/6.362235764497477e-05,
2281/6.362235764497477e-05,
2063/6.362235764497477e-05,
2453/6.237486043624978e-05,
2049/6.237486043624978e-05,
861/6.237486043624978e-05,
1447/6.237486043624978e-05,
1251/6.237486043624978e-05,
1826/6.112736322752479e-05,
980/6.112736322752479e-05,
1464/6.112736322752479e-05,
1732/6.112736322752479e-05,
1556/6.112736322752479e-05,
2477/6.112736322752479e-05,
2576/6.112736322752479e-05,
214/5.9879866018799784e-05,
1615/5.9879866018799784e-05,
2260/5.9879866018799784e-05,
2410/5.9879866018799784e-05,
2430/5.9879866018799784e-05,
1992/5.9879866018799784e-05,
844/5.863236881007479e-05,
324/5.863236881007479e-05,
1338/5.863236881007479e-05,
1359/5.863236881007479e-05,
752/5.863236881007479e-05,
2305/5.863236881007479e-05,
2299/5.863236881007479e-05,
2639/5.863236881007479e-05,
931/5.7384871601349795e-05,
2318/5.7384871601349795e-05,
2648/5.7384871601349795e-05,
969/5.7384871601349795e-05,
1656/5.6137374392624794e-05,
1386/5.6137374392624794e-05,
1806/5.6137374392624794e-05,
2177/5.6137374392624794e-05,
170/5.6137374392624794e-05,
2033/5.6137374392624794e-05,
2644/5.6137374392624794e-05,
1798/5.48898771838998e-05,
2155/5.48898771838998e-05,
2270/5.48898771838998e-05,
2108/5.48898771838998e-05,
2070/5.48898771838998e-05,
1916/5.3642379975174805e-05,
1564/5.3642379975174805e-05,
410/5.3642379975174805e-05,
2600/5.3642379975174805e-05,
2455/5.3642379975174805e-05,
2666/5.239488276644981e-05,
2451/5.239488276644981e-05,
2330/5.239488276644981e-05,
2008/5.239488276644981e-05,
1511/5.239488276644981e-05,
779/5.1147385557724816e-05,
1934/5.1147385557724816e-05,
2240/5.1147385557724816e-05,
2610/5.1147385557724816e-05,
233/5.1147385557724816e-05,
2459/5.1147385557724816e-05,
2244/5.1147385557724816e-05,
1929/4.989988834899982e-05,
2579/4.989988834899982e-05,
2481/4.989988834899982e-05,
2046/4.989988834899982e-05,
2551/4.989988834899982e-05,
7/4.989988834899982e-05,
2405/4.989988834899982e-05,
2498/4.8652391140274826e-05,
1505/4.8652391140274826e-05,
1914/4.8652391140274826e-05,
1761/4.8652391140274826e-05,
2588/4.8652391140274826e-05,
2349/4.8652391140274826e-05,
2227/4.7404893931549825e-05,
1308/4.7404893931549825e-05,
2169/4.7404893931549825e-05,
1296/4.7404893931549825e-05,
1515/4.615739672282483e-05,
1925/4.615739672282483e-05,
2427/4.615739672282483e-05,
1197/4.615739672282483e-05,
2317/4.615739672282483e-05,
526/4.615739672282483e-05,
719/4.615739672282483e-05,
1541/4.4909899514099836e-05,
2298/4.4909899514099836e-05,
2497/4.4909899514099836e-05,
1958/4.4909899514099836e-05,
755/4.4909899514099836e-05,
2100/4.4909899514099836e-05,
394/4.4909899514099836e-05,
1134/4.4909899514099836e-05,
1884/4.4909899514099836e-05,
1027/4.4909899514099836e-05,
2655/4.366240230537484e-05,
575/4.366240230537484e-05,
467/4.366240230537484e-05,
1957/4.366240230537484e-05,
1503/4.366240230537484e-05,
888/4.366240230537484e-05,
1676/4.366240230537484e-05,
1397/4.241490509664985e-05,
1866/4.241490509664985e-05,
2031/4.241490509664985e-05,
1025/4.241490509664985e-05,
1835/4.241490509664985e-05,
1865/4.241490509664985e-05,
2296/4.241490509664985e-05,
2483/4.116740788792485e-05,
1830/4.116740788792485e-05,
2617/4.116740788792485e-05,
1029/4.116740788792485e-05,
1253/4.116740788792485e-05,
2083/4.116740788792485e-05,
1115/4.116740788792485e-05,
1085/4.116740788792485e-05,
2479/4.116740788792485e-05,
1907/4.116740788792485e-05,
1095/3.991991067919986e-05,
1644/3.991991067919986e-05,
2506/3.991991067919986e-05,
2196/3.991991067919986e-05,
1331/3.867241347047486e-05,
2565/3.867241347047486e-05,
2314/3.867241347047486e-05,
1350/3.867241347047486e-05,
2567/3.742491626174986e-05,
2261/3.742491626174986e-05,
1847/3.742491626174986e-05,
1373/3.742491626174986e-05,
2462/3.617741905302487e-05,
2060/3.617741905302487e-05,
1967/3.617741905302487e-05,
1279/3.617741905302487e-05,
1184/3.617741905302487e-05,
2310/3.617741905302487e-05,
323/3.492992184429987e-05,
824/3.492992184429987e-05,
877/3.492992184429987e-05,
2643/3.2434927426849884e-05,
2284/3.2434927426849884e-05,
1885/3.2434927426849884e-05,
1672/3.118743021812489e-05,
1959/2.9939933009399892e-05,
1846/2.9939933009399892e-05,
1965/2.9939933009399892e-05,
2509/2.9939933009399892e-05,
1938/2.9939933009399892e-05,
2510/2.9939933009399892e-05,
2117/2.9939933009399892e-05,
1768/2.8692435800674897e-05,
2373/2.74449385919499e-05,
2094/2.74449385919499e-05,
2398/2.74449385919499e-05,
2385/2.74449385919499e-05,
2530/2.74449385919499e-05,
2322/2.74449385919499e-05,
1811/2.74449385919499e-05,
2469/2.74449385919499e-05,
2243/2.6197441383224905e-05,
2569/2.6197441383224905e-05,
2052/2.6197441383224905e-05,
2574/2.6197441383224905e-05,
329/2.6197441383224905e-05,
2571/2.494994417449991e-05,
1438/2.494994417449991e-05,
1070/2.494994417449991e-05,
2389/2.494994417449991e-05,
1612/2.494994417449991e-05,
1872/2.494994417449991e-05,
1537/2.494994417449991e-05,
2663/2.494994417449991e-05,
331/2.494994417449991e-05,
2422/2.494994417449991e-05,
1033/2.3702446965774913e-05,
922/2.3702446965774913e-05,
1922/2.2454949757049918e-05,
2580/2.2454949757049918e-05,
1413/2.2454949757049918e-05,
1173/2.2454949757049918e-05,
1994/2.1207452548324924e-05,
2304/2.1207452548324924e-05,
1790/2.1207452548324924e-05,
1432/1.995995533959993e-05,
1694/1.995995533959993e-05,
2397/1.995995533959993e-05,
1552/1.871245813087493e-05,
2039/1.871245813087493e-05,
1990/1.871245813087493e-05,
2346/1.871245813087493e-05,
1304/1.871245813087493e-05,
1839/1.871245813087493e-05,
2528/1.871245813087493e-05,
2520/1.7464960922149937e-05,
1018/1.7464960922149937e-05,
2584/1.7464960922149937e-05,
1983/1.7464960922149937e-05,
2486/1.6217463713424942e-05,
1766/1.4969966504699946e-05,
1915/1.372246929597495e-05,
2556/1.372246929597495e-05,
2354/1.2474972087249955e-05,
2277/1.2474972087249955e-05,
2531/1.1227474878524959e-05,
2575/1.1227474878524959e-05,
2212/9.979977669799965e-06,
592/9.979977669799965e-06,
1953/8.732480461074968e-06,
2252/8.732480461074968e-06,
1262/8.732480461074968e-06,
2434/7.484983252349973e-06,
2357/7.484983252349973e-06,
2266/7.484983252349973e-06,
2547/6.237486043624978e-06,
2640/3.7424916261749865e-06,
1645/3.7424916261749865e-06,
2288/2.494994417449991e-06,
1700/2.494994417449991e-06,
