Topic 1,Topic 2,Topic 3,Topic 4
,1097/0.0004771874571276894,2332/0.0005447093444223756,
,2147/0.0004771874571276894,2339/0.0005447093444223756,
,555/0.0004712226139135933,1418/0.0005447093444223756,
,806/0.0004652577706994972,250/0.0005447093444223756,
,251/0.0004652577706994972,1471/0.0005447093444223756,
,460/0.0004652577706994972,1813/0.0005447093444223756,
,1334/0.0004652577706994972,986/0.0005380665475391759,
,123/0.0004652577706994972,1488/0.0005380665475391759,
,2598/0.00045929292748540107,672/0.0005380665475391759,
,2557/0.00045929292748540107,1760/0.0005380665475391759,
,1640/0.00045929292748540107,1606/0.0005380665475391759,
,1112/0.00045929292748540107,894/0.0005380665475391759,
,2627/0.0004533280842713049,1962/0.0005380665475391759,
,2363/0.0004533280842713049,1826/0.0005380665475391759,
,1345/0.0004473632410572088,2330/0.0005314237506559762,
,552/0.0004354335546290166,2122/0.0005314237506559762,
,2609/0.0004294687114149205,2460/0.0005314237506559762,
,2318/0.0004294687114149205,2396/0.0005314237506559762,
,2164/0.0004294687114149205,692/0.0005314237506559762,
,1172/0.0004294687114149205,2425/0.0005314237506559762,
,1789/0.0004294687114149205,966/0.0005247809537727764,
,620/0.0004235038682008243,2119/0.0005247809537727764,
,864/0.0004235038682008243,1742/0.0005247809537727764,
,414/0.0004235038682008243,1336/0.0005247809537727764,
,2410/0.0004235038682008243,2101/0.0005247809537727764,
,760/0.0004235038682008243,2524/0.0005247809537727764,
,2100/0.0004235038682008243,1167/0.0005247809537727764,
,1266/0.0004235038682008243,2099/0.0005181381568895768,
,2539/0.0004235038682008243,2485/0.0005181381568895768,
,2076/0.0004175390249867282,1557/0.0005181381568895768,
,2478/0.0004175390249867282,493/0.0005181381568895768,
,291/0.0004175390249867282,593/0.0005181381568895768,
,1083/0.0004175390249867282,693/0.0005181381568895768,
,1942/0.0004175390249867282,675/0.0005181381568895768,
,1144/0.0004115741817726321,342/0.0005181381568895768,
,1124/0.000405609338558536,452/0.0005181381568895768,
,2457/0.000405609338558536,1925/0.0005181381568895768,
,1801/0.000405609338558536,1054/0.0005114953600063771,
,2328/0.000405609338558536,951/0.0005114953600063771,
,1738/0.000405609338558536,160/0.0005114953600063771,
,2476/0.0003996444953444399,1656/0.0005114953600063771,
,2383/0.0003936796521303437,1204/0.0005048525631231774,
,1850/0.0003936796521303437,1934/0.0005048525631231774,
,348/0.0003877148089162476,2230/0.0005048525631231774,
,2616/0.0003877148089162476,1030/0.0005048525631231774,
,1565/0.0003877148089162476,2291/0.0005048525631231774,
,1533/0.0003877148089162476,28/0.0005048525631231774,
,1976/0.0003817499657021515,2565/0.0005048525631231774,
,1197/0.0003817499657021515,1637/0.0005048525631231774,
,1106/0.0003757851224880554,2302/0.0005048525631231774,
,2583/0.0003757851224880554,1706/0.0004982097662399777,
,1537/0.0003698202792739593,914/0.0004982097662399777,
,341/0.0003698202792739593,1638/0.0004982097662399777,
,2166/0.0003698202792739593,2614/0.0004982097662399777,
,1184/0.0003638554360598632,1316/0.0004982097662399777,
,2409/0.0003638554360598632,1521/0.0004982097662399777,
,1477/0.0003519257496316709,2111/0.0004982097662399777,
,1886/0.0003519257496316709,45/0.0004915669693567779,
,2377/0.0003519257496316709,2334/0.0004915669693567779,
,381/0.0003459609064175748,354/0.0004915669693567779,
,1542/0.0003459609064175748,1503/0.0004915669693567779,
,1257/0.0003459609064175748,1396/0.0004915669693567779,
,2039/0.0003399960632034787,2251/0.0004915669693567779,
,967/0.0003399960632034787,805/0.0004915669693567779,
,629/0.0003340312199893826,1374/0.0004915669693567779,
,1691/0.0003340312199893826,1107/0.0004849241724735783,
,2248/0.0003340312199893826,2316/0.0004849241724735783,
,879/0.0003340312199893826,1235/0.0004849241724735783,
,2532/0.0003340312199893826,763/0.0004849241724735783,
,312/0.00032806637677528644,2422/0.0004849241724735783,
,2355/0.00032806637677528644,577/0.0004849241724735783,
,1799/0.00032806637677528644,1612/0.00047828137559037857,
,828/0.00032210153356119033,1120/0.00047828137559037857,
,969/0.0003161366903470942,308/0.00047828137559037857,
,2260/0.0003161366903470942,1783/0.00047828137559037857,
,1868/0.0003101718471329981,1827/0.00047828137559037857,
,42/0.000304207003918902,991/0.00047828137559037857,
,1650/0.00029227731749070974,1854/0.00047828137559037857,
,1846/0.00029227731749070974,2226/0.00047828137559037857,
,1508/0.00028631247427661363,394/0.00047828137559037857,
,314/0.00028631247427661363,1157/0.0004716385787071789,
,131/0.00028631247427661363,1135/0.0004716385787071789,
,350/0.0002803476310625175,1443/0.0004716385787071789,
,1012/0.0002803476310625175,1349/0.00046499578182397915,
,2322/0.0002803476310625175,2592/0.00046499578182397915,
,326/0.0002743827878484214,2600/0.00046499578182397915,
,2567/0.0002743827878484214,1212/0.00046499578182397915,
,1954/0.0002743827878484214,1741/0.00046499578182397915,
,1549/0.00026245310142022915,1344/0.00046499578182397915,
,146/0.0002326288853497486,1940/0.00046499578182397915,
,1675/0.0002326288853497486,2469/0.00046499578182397915,
,1939/0.0002326288853497486,1185/0.00045835298494077947,
,1451/0.00022666404213565245,2427/0.00045835298494077947,
,576/0.000202804669279268,1001/0.00045835298494077947,
,2498/0.00019683982606517186,1362/0.00045835298494077947,
,957/0.00019087498285107576,2189/0.00045835298494077947,
,2115/0.00019087498285107576,1502/0.00045835298494077947,
,1447/0.00019087498285107576,606/0.00045835298494077947,
,1248/0.00019087498285107576,294/0.00045835298494077947,
,94/0.00018491013963697965,2525/0.00045835298494077947,
,2021/0.00012526170749601847,684/0.00045835298494077947,
,1472/0.000101402334639634,1926/0.0004517101880575798,
,1413/8.350780499734565e-05,1076/0.0004517101880575798,
,1839/7.754296178324953e-05,1681/0.0004517101880575798,
,1852/7.754296178324953e-05,2013/0.0004517101880575798,
,1161/7.754296178324953e-05,2662/0.0004517101880575798,
,1700/6.561327535505729e-05,1695/0.0004517101880575798,
,319/6.561327535505729e-05,2590/0.0004517101880575798,
,2287/6.561327535505729e-05,310/0.0004517101880575798,
,2196/6.561327535505729e-05,613/0.0004517101880575798,
,947/5.368358892686506e-05,1856/0.00044506739117438005,
,1927/5.368358892686506e-05,2239/0.00044506739117438005,
,1158/5.368358892686506e-05,2104/0.00043842459429118037,
,439/4.1753902498672825e-05,1999/0.00043842459429118037,
,1101/4.1753902498672825e-05,1916/0.00043842459429118037,
,1424/3.5789059284576704e-05,1409/0.00043842459429118037,
,1728/3.5789059284576704e-05,922/0.00043842459429118037,
,2354/3.5789059284576704e-05,2602/0.00043842459429118037,
,673/3.5789059284576704e-05,2658/0.00043178179740798063,
,2660/5.964843214096117e-06,843/0.00043178179740798063,
,2156/5.964843214096117e-06,1907/0.00043178179740798063,
,,1872/0.00043178179740798063,
,,1690/0.00043178179740798063,
,,2233/0.00043178179740798063,
,,870/0.00042513900052478095,
,,1281/0.00042513900052478095,
,,2477/0.00042513900052478095,
,,1282/0.00042513900052478095,
,,2412/0.00042513900052478095,
,,2643/0.00042513900052478095,
,,1350/0.00042513900052478095,
,,844/0.00042513900052478095,
,,1295/0.00041849620364158127,
,,1271/0.00041849620364158127,
,,1590/0.00041849620364158127,
,,410/0.00041849620364158127,
,,2181/0.00041849620364158127,
,,2234/0.00041849620364158127,
,,2655/0.00041185340675838154,
,,1882/0.00041185340675838154,
,,2184/0.00041185340675838154,
,,567/0.00041185340675838154,
,,1634/0.00040521060987518186,
,,2281/0.00040521060987518186,
,,2613/0.00040521060987518186,
,,2456/0.0003985678129919821,
,,2077/0.0003985678129919821,
,,1753/0.0003985678129919821,
,,714/0.0003985678129919821,
,,1831/0.0003985678129919821,
,,1049/0.0003985678129919821,
,,2195/0.0003985678129919821,
,,2267/0.0003985678129919821,
,,1478/0.0003985678129919821,
,,1687/0.00039192501610878244,
,,2491/0.00039192501610878244,
,,751/0.00039192501610878244,
,,2019/0.00039192501610878244,
,,2474/0.00039192501610878244,
,,1359/0.00039192501610878244,
,,2374/0.00039192501610878244,
,,791/0.00038528221922558276,
,,2204/0.00038528221922558276,
,,178/0.00038528221922558276,
,,1226/0.00038528221922558276,
,,2029/0.00038528221922558276,
,,1622/0.00038528221922558276,
,,398/0.000378639422342383,
,,753/0.000378639422342383,
,,2138/0.000378639422342383,
,,1894/0.000378639422342383,
,,2352/0.000378639422342383,
,,1732/0.000378639422342383,
,,1589/0.000378639422342383,
,,892/0.000378639422342383,
,,1128/0.000378639422342383,
,,2652/0.000378639422342383,
,,2208/0.00037199662545918334,
,,1574/0.00037199662545918334,
,,1196/0.00037199662545918334,
,,2283/0.00037199662545918334,
,,885/0.00037199662545918334,
,,1636/0.00037199662545918334,
,,896/0.0003653538285759836,
,,1304/0.0003653538285759836,
,,927/0.0003653538285759836,
,,2430/0.0003653538285759836,
,,1892/0.0003653538285759836,
,,1735/0.0003653538285759836,
,,1203/0.0003587110316927839,
,,1944/0.0003587110316927839,
,,1967/0.0003587110316927839,
,,2509/0.0003587110316927839,
,,2623/0.0003587110316927839,
,,2484/0.0003587110316927839,
,,1313/0.0003587110316927839,
,,2034/0.0003587110316927839,
,,2625/0.0003587110316927839,
,,1272/0.0003587110316927839,
,,2575/0.00035206823480958424,
,,1829/0.00035206823480958424,
,,1911/0.00035206823480958424,
,,2347/0.00035206823480958424,
,,1205/0.00035206823480958424,
,,764/0.00035206823480958424,
,,804/0.00035206823480958424,
,,1515/0.00035206823480958424,
,,1528/0.00035206823480958424,
,,2116/0.00035206823480958424,
,,329/0.00035206823480958424,
,,286/0.0003454254379263845,
,,1564/0.0003454254379263845,
,,324/0.0003454254379263845,
,,2510/0.0003454254379263845,
,,1534/0.0003387826410431848,
,,1339/0.0003387826410431848,
,,1873/0.0003387826410431848,
,,2586/0.0003387826410431848,
,,2424/0.0003387826410431848,
,,1836/0.0003387826410431848,
,,2069/0.0003387826410431848,
,,1024/0.0003387826410431848,
,,963/0.00033213984415998514,
,,2606/0.00033213984415998514,
,,1016/0.00033213984415998514,
,,1267/0.00033213984415998514,
,,2172/0.00033213984415998514,
,,1585/0.00033213984415998514,
,,2290/0.00033213984415998514,
,,2094/0.00033213984415998514,
,,1922/0.00033213984415998514,
,,1987/0.00033213984415998514,
,,1457/0.0003254970472767854,
,,1669/0.0003254970472767854,
,,2040/0.0003254970472767854,
,,2337/0.00031885425039358573,
,,1496/0.00031885425039358573,
,,2010/0.00031885425039358573,
,,1668/0.00031885425039358573,
,,771/0.00031885425039358573,
,,755/0.000312211453510386,
,,1214/0.000312211453510386,
,,1833/0.000312211453510386,
,,2087/0.000312211453510386,
,,1779/0.000312211453510386,
,,1763/0.0003055686566271863,
,,1173/0.0003055686566271863,
,,2252/0.0003055686566271863,
,,2232/0.0003055686566271863,
,,1918/0.0003055686566271863,
,,2398/0.0003055686566271863,
,,1416/0.0003055686566271863,
,,2465/0.0003055686566271863,
,,2669/0.0003055686566271863,
,,2132/0.00029892585974398663,
,,1625/0.00029892585974398663,
,,1968/0.00029892585974398663,
,,6/0.00029892585974398663,
,,407/0.00029892585974398663,
,,1482/0.00029892585974398663,
,,1806/0.0002922830628607869,
,,1033/0.0002922830628607869,
,,2563/0.0002922830628607869,
,,2496/0.0002922830628607869,
,,2159/0.0002922830628607869,
,,347/0.0002922830628607869,
,,2075/0.0002856402659775872,
,,657/0.0002856402659775872,
,,1623/0.0002789974690943875,
,,1518/0.0002789974690943875,
,,2191/0.0002789974690943875,
,,1245/0.0002789974690943875,
,,1917/0.0002789974690943875,
,,2153/0.0002789974690943875,
,,1643/0.0002789974690943875,
,,2549/0.0002789974690943875,
,,1777/0.0002789974690943875,
,,2113/0.0002723546722111878,
,,2364/0.0002723546722111878,
,,2369/0.0002723546722111878,
,,2407/0.0002723546722111878,
,,1544/0.0002723546722111878,
,,2022/0.0002723546722111878,
,,1369/0.0002723546722111878,
,,1676/0.0002723546722111878,
,,2097/0.0002657118753279881,
,,2168/0.0002657118753279881,
,,1335/0.0002657118753279881,
,,2644/0.0002657118753279881,
,,2379/0.0002657118753279881,
,,2088/0.0002590690784447884,
,,1403/0.0002590690784447884,
,,1143/0.0002524262815615887,
,,2582/0.0002524262815615887,
,,600/0.0002524262815615887,
,,824/0.00024578348467838896,
,,2353/0.00024578348467838896,
,,1770/0.00024578348467838896,
,,1377/0.00024578348467838896,
,,1787/0.00024578348467838896,
,,1680/0.00024578348467838896,
,,783/0.00024578348467838896,
,,2304/0.00024578348467838896,
,,1800/0.00024578348467838896,
,,157/0.00024578348467838896,
,,1724/0.00024578348467838896,
,,1524/0.00023914068779518928,
,,973/0.00023914068779518928,
,,1845/0.00023914068779518928,
,,2370/0.00023914068779518928,
,,1043/0.00023249789091198957,
,,1645/0.00023249789091198957,
,,1328/0.00023249789091198957,
,,561/0.00023249789091198957,
,,1299/0.00023249789091198957,
,,754/0.0002258550940287899,
,,1417/0.0002258550940287899,
,,663/0.0002258550940287899,
,,1658/0.0002258550940287899,
,,2082/0.0002258550940287899,
,,526/0.0002258550940287899,
,,2486/0.0002258550940287899,
,,1748/0.0002258550940287899,
,,1893/0.00021921229714559018,
,,1552/0.00021921229714559018,
,,2404/0.00021256950026239048,
,,1983/0.00020592670337919077,
,,2497/0.00020592670337919077,
,,1018/0.00020592670337919077,
,,2574/0.00019928390649599106,
,,1505/0.00019928390649599106,
,,2106/0.00019928390649599106,
,,1960/0.00019928390649599106,
,,1667/0.00019928390649599106,
,,89/0.00019264110961279138,
,,2247/0.00018599831272959167,
,,2105/0.00018599831272959167,
,,1115/0.00018599831272959167,
,,1338/0.00017935551584639196,
,,1816/0.00017935551584639196,
,,1948/0.00017935551584639196,
,,230/0.00017935551584639196,
,,2639/0.00017935551584639196,
,,36/0.00017271271896319225,
,,531/0.00017271271896319225,
,,1814/0.00017271271896319225,
,,575/0.00016606992207999257,
,,2212/0.00016606992207999257,
,,1117/0.00015942712519679286,
,,1885/0.00015942712519679286,
,,1255/0.00015278432831359316,
,,2155/0.00015278432831359316,
,,2060/0.00015278432831359316,
,,1432/0.00015278432831359316,
,,2307/0.00015278432831359316,
,,1232/0.00015278432831359316,
,,1660/0.00014614153143039345,
,,2240/0.00014614153143039345,
,,559/0.00014614153143039345,
,,2357/0.00014614153143039345,
,,1774/0.00014614153143039345,
,,1794/0.00014614153143039345,
,,2555/0.00014614153143039345,
,,1995/0.00014614153143039345,
,,1820/0.00013949873454719374,
,,2617/0.00013949873454719374,
,,1070/0.00013949873454719374,
,,1705/0.00013949873454719374,
,,159/0.00013949873454719374,
,,2534/0.00013285593766399406,
,,1957/0.00013285593766399406,
,,1994/0.00013285593766399406,
,,592/0.00013285593766399406,
,,1264/0.00013285593766399406,
,,2556/0.00012621314078079435,
,,1535/0.00012621314078079435,
,,1598/0.00011957034389759464,
,,2288/0.00011957034389759464,
,,1654/0.00011292754701439495,
,,2037/0.00011292754701439495,
,,2444/0.00010628475013119524,
,,2569/0.00010628475013119524,
,,2254/9.964195324799553e-05,
,,427/9.299915636479584e-05,
,,2455/9.299915636479584e-05,
,,2619/9.299915636479584e-05,
,,2528/8.635635948159613e-05,
,,118/8.635635948159613e-05,
,,1616/7.971356259839643e-05,
,,1613/7.971356259839643e-05,
,,1853/7.971356259839643e-05,
,,2389/7.307076571519672e-05,
,,2672/7.307076571519672e-05,
,,2223/4.649957818239792e-05,
,,1978/3.3213984415998514e-05,
,,2445/3.3213984415998514e-05,
,,1346/3.3213984415998514e-05,
,,417/3.3213984415998514e-05,
,,2261/2.657118753279881e-05,
,,1704/2.657118753279881e-05,
,,1426/1.9928390649599108e-05,
,,1679/1.3285593766399405e-05,
